chip,pixels,interior_px,boundary_px,background_px,unlabelled_px,n_parcels
g13_00005_11.tif,65536,8,24,65504,0,1
g13_00005_12.tif,65536,0,0,65536,0,0
g13_00005_13.tif,65536,245,210,65081,0,4
g13_00005_14.tif,65536,91,107,65338,0,3
g13_00005_15.tif,65536,0,0,65536,0,0
g13_00005_16.tif,65536,68,55,65413,0,3
g13_00005_17.tif,65536,739,591,64206,0,15
g13_00005_18.tif,65536,7,12,65517,0,1
g13_00005_2.tif,65536,10579,2718,52239,0,47
g13_00005_3.tif,65536,29447,4057,32032,0,60
g13_00005_4.tif,65536,24746,3930,36860,0,77
g13_00005_6.tif,65536,18,25,65493,0,1
g13_00005_7.tif,65536,0,0,65536,0,0
g13_00005_8.tif,65536,29,34,65473,0,2
g13_00005_9.tif,65536,32,24,65480,0,1
g13_00006_0.tif,65536,419,243,64874,0,5
g13_00006_1.tif,65536,919,475,64142,0,12
g13_00006_10.tif,65536,3822,799,60915,0,12
g13_00006_11.tif,65536,6113,953,58470,0,12
g13_00006_12.tif,65536,10696,2367,52473,0,37
g13_00006_13.tif,65536,11177,2759,51600,0,59
g13_00006_14.tif,65536,12250,3150,50136,0,60
g13_00006_15.tif,65536,26093,3425,36018,0,39
g13_00006_16.tif,65536,17424,2660,45452,0,50
g13_00006_17.tif,65536,21378,3695,40463,0,62
g13_00006_18.tif,65536,15598,4084,45854,0,86
g13_00006_2.tif,65536,517,360,64659,0,12
g13_00006_3.tif,65536,1007,818,63711,0,18
g13_00006_4.tif,65536,447,289,64800,0,12
g13_00006_5.tif,65536,624,410,64502,0,16
g13_00006_6.tif,65536,210,136,65190,0,4
g13_00006_7.tif,65536,745,387,64404,0,9
g13_00006_8.tif,65536,4985,1416,59135,0,15
g13_00006_9.tif,65536,845,463,64228,0,11
g13_00007_0.tif,65536,13138,3381,49017,0,70
g13_00007_1.tif,65536,17176,4497,43863,0,83
g13_00007_10.tif,65536,7081,2726,55729,0,66
g13_00007_11.tif,65536,10134,2859,52543,0,73
g13_00007_12.tif,65536,11237,2828,51471,0,50
g13_00007_13.tif,65536,8627,2659,54250,0,53
g13_00007_14.tif,65536,15255,4136,46145,0,82
g13_00007_15.tif,65536,16466,3600,45470,0,75
g13_00007_16.tif,65536,10862,1640,53034,0,33
g13_00007_18.tif,65536,309,203,65024,0,5
g13_00007_2.tif,65536,5222,1471,58843,0,27
g13_00007_3.tif,65536,12308,2085,51143,0,30
g13_00007_4.tif,65536,5556,1292,58688,0,23
g13_00007_5.tif,65536,24825,2522,38189,0,26
g13_00007_6.tif,65536,32907,4252,28377,0,67
g13_00007_7.tif,65536,17485,3019,45032,0,54
g13_00007_8.tif,65536,19049,4858,41629,0,91
g13_00007_9.tif,65536,16599,3648,45289,0,69
g13_00008_0.tif,65536,7,19,65510,0,1
g13_00008_1.tif,65536,153,124,65259,0,2
g13_00008_10.tif,65536,218,196,65122,0,8
g13_00008_11.tif,65536,594,406,64536,0,16
g13_00008_12.tif,65536,176,162,65198,0,9
g13_00008_13.tif,65536,1756,411,63369,0,8
g13_00008_14.tif,65536,1847,833,62856,0,17
g13_00008_15.tif,65536,5268,1437,58831,0,30
g13_00008_16.tif,65536,7336,2081,56119,0,33
g13_00008_17.tif,65536,4628,1423,59485,0,31
g13_00008_18.tif,65536,7941,1484,56111,0,23
g13_00008_2.tif,65536,0,0,65536,0,0
g13_00008_3.tif,65536,147,132,65257,0,3
g13_00008_4.tif,65536,0,0,65536,0,0
g13_00008_5.tif,65536,330,329,64877,0,6
g13_00008_6.tif,65536,0,0,65536,0,0
g13_00008_7.tif,65536,0,0,65536,0,0
g13_00008_8.tif,65536,0,0,65536,0,0
g13_00008_9.tif,65536,105,56,65375,0,2
g13_00009_0.tif,65536,1771,553,63212,0,10
g13_00009_1.tif,65536,1716,568,63252,0,10
g13_00009_10.tif,65536,13967,4221,47348,0,96
g13_00009_11.tif,65536,26361,3547,35628,0,61
g13_00009_12.tif,65536,22431,2647,40458,0,44
g13_00009_13.tif,65536,22410,2365,40761,0,21
g13_00009_14.tif,65536,13742,1201,50593,0,15
g13_00009_15.tif,65536,10619,2361,52556,0,38
g13_00009_16.tif,65536,17044,3617,44875,0,60
g13_00009_17.tif,65536,25588,3676,36272,0,48
g13_00009_18.tif,65536,30151,3677,31708,0,51
g13_00009_2.tif,65536,2198,733,62605,0,14
g13_00009_3.tif,65536,3158,955,61423,0,11
g13_00009_4.tif,65536,561,181,64794,0,6
g13_00009_5.tif,65536,4183,947,60406,0,19
g13_00009_6.tif,65536,5598,1722,58216,0,32
g13_00009_7.tif,65536,13153,3150,49233,0,62
g13_00009_8.tif,65536,14113,2391,49032,0,30
g13_00009_9.tif,65536,10615,2542,52379,0,59
g13_00010_0.tif,65536,26706,3464,35366,0,46
g13_00010_1.tif,65536,6923,2901,55712,0,72
g13_00010_11.tif,65536,2,18,65516,0,2
g13_00010_12.tif,65536,310,250,64976,0,5
g13_00010_13.tif,65536,566,473,64497,0,12
g13_00010_14.tif,65536,340,260,64936,0,9
g13_00010_15.tif,65536,1246,277,64013,0,5
g13_00010_16.tif,65536,2620,416,62500,0,9
g13_00010_17.tif,65536,157,101,65278,0,4
g13_00010_18.tif,65536,69,61,65406,0,2
g13_00010_2.tif,65536,18203,4009,43324,0,72
g13_00010_3.tif,65536,17701,2732,45103,0,54
g13_00010_4.tif,65536,10231,2712,52593,0,58
g13_00010_5.tif,65536,8602,2787,54147,0,66
g13_00010_6.tif,65536,7055,2763,55718,0,67
g13_00010_7.tif,65536,13406,3916,48214,0,85
g13_00010_8.tif,65536,25232,5574,34730,0,102
g13_00010_9.tif,65536,7405,2291,55840,0,49
g13_00011_0.tif,65536,3464,1160,60912,0,14
g13_00011_1.tif,65536,6742,1604,57190,0,28
g13_00011_10.tif,65536,3101,994,61441,0,23
g13_00011_11.tif,65536,14786,1806,48944,0,21
g13_00011_12.tif,65536,18039,2951,44546,0,29
g13_00011_13.tif,65536,2747,168,62621,0,3
g13_00011_14.tif,65536,1,6,65529,0,1
g13_00011_15.tif,65536,0,0,65536,0,0
g13_00011_16.tif,65536,0,0,65536,0,0
g13_00011_17.tif,65536,1260,444,63832,0,13
g13_00011_18.tif,65536,9416,3141,52979,0,61
g13_00011_2.tif,65536,8179,2476,54881,0,46
g13_00011_3.tif,65536,2516,919,62101,0,19
g13_00011_4.tif,65536,4535,1111,59890,0,19
g13_00011_5.tif,65536,10323,2361,52852,0,43
g13_00011_6.tif,65536,12211,2230,51095,0,27
g13_00011_7.tif,65536,12124,1643,51769,0,22
g13_00011_8.tif,65536,502,364,64670,0,14
g13_00011_9.tif,65536,4163,1229,60144,0,26
g13_00012_0.tif,65536,11850,3041,50645,0,64
g13_00012_1.tif,65536,7075,2400,56061,0,62
g13_00012_10.tif,65536,22655,3109,39772,0,39
g13_00012_11.tif,65536,18900,2892,43744,0,55
g13_00012_12.tif,65536,32915,5722,26899,0,73
g13_00012_13.tif,65536,36976,5298,23262,0,76
g13_00012_14.tif,65536,33096,3980,28460,0,47
g13_00012_15.tif,65536,35233,3875,26428,0,37
g13_00012_16.tif,65536,6891,2473,56172,0,69
g13_00012_17.tif,65536,7489,2350,55697,0,65
g13_00012_18.tif,65536,14828,3601,47107,0,88
g13_00012_2.tif,65536,8250,2496,54790,0,48
g13_00012_3.tif,65536,10681,4017,50838,0,92
g13_00012_4.tif,65536,16432,4377,44727,0,86
g13_00012_5.tif,65536,13525,3327,48684,0,59
g13_00012_6.tif,65536,8692,2177,54667,0,34
g13_00012_7.tif,65536,14598,3729,47209,0,67
g13_00012_8.tif,65536,12594,3522,49420,0,72
g13_00012_9.tif,65536,21673,4837,39026,0,79
g13_00013_0.tif,65536,15653,4568,45315,0,124
g13_00013_1.tif,65536,5882,2391,57263,0,77
g13_00013_10.tif,65536,926,435,64175,0,8
g13_00013_11.tif,65536,942,439,64155,0,8
g13_00013_12.tif,65536,904,252,64380,0,5
g13_00013_13.tif,65536,417,221,64898,0,7
g13_00013_14.tif,65536,1434,464,63638,0,9
g13_00013_15.tif,65536,1013,286,64237,0,6
g13_00013_16.tif,65536,88,53,65395,0,2
g13_00013_17.tif,65536,929,239,64368,0,4
g13_00013_18.tif,65536,3086,742,61708,0,21
g13_00013_2.tif,65536,11380,3563,50593,0,76
g13_00013_4.tif,65536,272,207,65057,0,6
g13_00013_5.tif,65536,934,621,63981,0,13
g13_00013_6.tif,65536,38,53,65445,0,3
g13_00013_7.tif,65536,887,508,64141,0,11
g13_00013_8.tif,65536,1613,876,63047,0,22
g13_00013_9.tif,65536,1275,602,63659,0,14
g13_00014_0.tif,65536,0,0,65536,0,0
g13_00014_1.tif,65536,4442,797,60297,0,8
g13_00014_10.tif,65536,885,257,64394,0,4
g13_00014_11.tif,65536,19606,5103,40827,0,90
g13_00014_12.tif,65536,34023,6674,24839,0,133
g13_00014_13.tif,65536,10994,2443,52099,0,52
g13_00014_14.tif,65536,4740,1609,59187,0,40
g13_00014_15.tif,65536,3960,1338,60238,0,40
g13_00014_16.tif,65536,7988,3536,54012,0,88
g13_00014_17.tif,65536,5271,2039,58226,0,61
g13_00014_18.tif,65536,7022,2068,56446,0,42
g13_00014_2.tif,65536,8791,2050,54695,0,36
g13_00014_3.tif,65536,4605,701,60230,0,7
g13_00014_4.tif,65536,483,88,64965,0,2
g13_00014_5.tif,65536,5218,295,60023,0,2
g13_00014_6.tif,65536,8104,980,56452,0,11
g13_00014_7.tif,65536,4027,881,60628,0,14
g13_00014_8.tif,65536,97,22,65417,0,1
g13_00014_9.tif,65536,412,145,64979,0,2
g13_00015_0.tif,65536,9476,3052,53008,0,64
g13_00015_1.tif,65536,7043,2088,56405,0,50
g13_00015_10.tif,65536,8870,2750,53916,0,60
g13_00015_11.tif,65536,13041,3725,48770,0,84
g13_00015_12.tif,65536,12701,4061,48774,0,103
g13_00015_13.tif,65536,14997,3934,46605,0,93
g13_00015_14.tif,65536,11317,3283,50936,0,72
g13_00015_16.tif,65536,231,137,65168,0,3
g13_00015_17.tif,65536,209,133,65194,0,3
g13_00015_18.tif,65536,549,436,64551,0,8
g13_00015_2.tif,65536,5307,2053,58176,0,58
g13_00015_3.tif,65536,12332,3538,49666,0,78
g13_00015_4.tif,65536,8574,2544,54418,0,51
g13_00015_5.tif,65536,20335,5293,39908,0,117
g13_00015_6.tif,65536,29843,6464,29229,0,131
g13_00015_7.tif,65536,34921,4287,26328,0,54
g13_00015_8.tif,65536,52409,5646,7481,0,35
g13_00015_9.tif,65536,21375,4239,39922,0,84
g13_00016_0.tif,65536,491,379,64666,0,8
g13_00016_1.tif,65536,16,17,65503,0,1
g13_00016_10.tif,65536,581,224,64731,0,4
g13_00016_11.tif,65536,558,290,64688,0,8
g13_00016_12.tif,65536,0,0,65536,0,0
g13_00016_13.tif,65536,11,16,65509,0,1
g13_00016_14.tif,65536,51,33,65452,0,1
g13_00016_15.tif,65536,0,0,65536,0,0
g13_00016_16.tif,65536,0,0,65536,0,0
g13_00016_17.tif,65536,0,0,65536,0,0
g13_00016_18.tif,65536,2197,415,62924,0,6
g13_00016_2.tif,65536,0,0,65536,0,0
g13_00016_3.tif,65536,374,147,65015,0,2
g13_00016_4.tif,65536,600,256,64680,0,4
g13_00016_5.tif,65536,67,73,65396,0,2
g13_00016_6.tif,65536,276,189,65071,0,5
g13_00016_7.tif,65536,237,214,65085,0,3
g13_00016_8.tif,65536,407,215,64914,0,4
g13_00016_9.tif,65536,348,218,64970,0,3
g13_00017_0.tif,65536,18422,2059,45055,0,32
g13_00017_1.tif,65536,20372,2417,42747,0,38
g13_00017_10.tif,65536,11013,3324,51199,0,73
g13_00017_11.tif,65536,7222,2590,55724,0,59
g13_00017_12.tif,65536,8266,3240,54030,0,79
g13_00017_13.tif,65536,6621,2387,56528,0,59
g13_00017_14.tif,65536,20036,3708,41792,0,63
g13_00017_15.tif,65536,16706,3820,45010,0,66
g13_00017_16.tif,65536,17907,4203,43426,0,79
g13_00017_17.tif,65536,16965,3756,44815,0,76
g13_00017_18.tif,65536,18382,4875,42279,0,105
g13_00017_2.tif,65536,10208,2357,52971,0,44
g13_00017_3.tif,65536,1876,485,63175,0,6
g13_00017_4.tif,65536,4277,2273,58986,0,50
g13_00017_5.tif,65536,14578,7036,43922,0,176
g13_00017_6.tif,65536,6566,2233,56737,0,48
g13_00017_7.tif,65536,8788,2221,54527,0,40
g13_00017_8.tif,65536,13432,4180,47924,0,79
g13_00017_9.tif,65536,7637,2449,55450,0,47
g13_00018_0.tif,65536,33034,5737,26765,0,108
g13_00018_1.tif,65536,35519,5845,24172,0,89
g13_00018_10.tif,65536,0,0,65536,0,0
g13_00018_11.tif,65536,241,157,65138,0,4
g13_00018_12.tif,65536,483,272,64781,0,5
g13_00018_13.tif,65536,0,0,65536,0,0
g13_00018_14.tif,65536,0,0,65536,0,0
g13_00018_15.tif,65536,0,0,65536,0,0
g13_00018_16.tif,65536,3,12,65521,0,1
g13_00018_17.tif,65536,39,57,65440,0,3
g13_00018_18.tif,65536,0,0,65536,0,0
g13_00018_2.tif,65536,34943,5732,24861,0,68
g13_00018_3.tif,65536,11509,3490,50537,0,82
g13_00018_4.tif,65536,19586,4520,41430,0,87
g13_00018_5.tif,65536,12343,2831,50362,0,59
g13_00018_6.tif,65536,21016,4797,39723,0,93
g13_00018_7.tif,65536,13370,3592,48574,0,80
g13_00018_9.tif,65536,0,0,65536,0,0
g13_00019_0.tif,65536,0,0,65536,0,0
g13_00019_1.tif,65536,0,0,65536,0,0
g13_00019_10.tif,65536,1742,494,63300,0,11
g13_00019_11.tif,65536,1494,579,63463,0,14
g13_00019_12.tif,65536,14417,3554,47565,0,66
g13_00019_13.tif,65536,26036,5230,34270,0,67
g13_00019_14.tif,65536,25874,4487,35175,0,73
g13_00019_15.tif,65536,27818,1718,36000,0,16
g13_00019_16.tif,65536,1618,537,63381,0,13
g13_00019_17.tif,65536,13036,4703,47797,0,92
g13_00019_18.tif,65536,12250,3892,49394,0,97
g13_00019_2.tif,65536,0,0,65536,0,0
g13_00019_3.tif,65536,0,1,65535,0,0
g13_00019_4.tif,65536,150,134,65252,0,3
g13_00019_5.tif,65536,0,0,65536,0,0
g13_00019_6.tif,65536,0,0,65536,0,0
g13_00019_7.tif,65536,0,0,65536,0,0
g13_00019_8.tif,65536,39,60,65437,0,2
g13_00019_9.tif,65536,706,374,64456,0,8
g13_00020_0.tif,65536,17300,4983,43253,0,107
g13_00020_1.tif,65536,5934,2169,57433,0,57
g13_00020_10.tif,65536,8925,3202,53409,0,88
g13_00020_11.tif,65536,11474,3543,50519,0,68
g13_00020_12.tif,65536,20849,5512,39175,0,141
g13_00020_13.tif,65536,39443,7620,18473,0,116
g13_00020_14.tif,65536,50813,4875,9848,0,45
g13_00020_15.tif,65536,42562,5659,17315,0,85
g13_00020_16.tif,65536,26530,5885,33121,0,110
g13_00020_17.tif,65536,18115,4162,43259,0,77
g13_00020_18.tif,65536,14106,4063,47367,0,76
g13_00020_2.tif,65536,9866,2897,52773,0,67
g13_00020_3.tif,65536,8195,1927,55414,0,48
g13_00020_4.tif,65536,3066,1035,61435,0,22
g13_00020_5.tif,65536,1872,1039,62625,0,28
g13_00020_6.tif,65536,11186,3000,51350,0,64
g13_00020_7.tif,65536,8893,2313,54330,0,49
g13_00020_8.tif,65536,8425,2328,54783,0,41
g13_00020_9.tif,65536,4075,1307,60154,0,27
g13_00021_0.tif,65536,12966,4128,48442,0,101
g13_00021_10.tif,65536,0,0,65536,0,0
g13_00021_11.tif,65536,0,0,65536,0,0
g13_00021_12.tif,65536,0,0,65536,0,0
g13_00021_13.tif,65536,0,0,65536,0,0
g13_00021_14.tif,65536,0,0,65536,0,0
g13_00021_15.tif,65536,0,0,65536,0,0
g13_00021_16.tif,65536,0,0,65536,0,0
g13_00021_17.tif,65536,0,0,65536,0,0
g13_00021_18.tif,65536,376,231,64929,0,9
g13_00021_2.tif,65536,0,0,65536,0,0
g13_00021_3.tif,65536,0,0,65536,0,0
g13_00021_4.tif,65536,0,0,65536,0,0
g13_00021_5.tif,65536,0,0,65536,0,0
g13_00021_6.tif,65536,0,0,65536,0,0
g13_00021_7.tif,65536,0,0,65536,0,0
g13_00021_8.tif,65536,0,0,65536,0,0
g13_00021_9.tif,65536,0,0,65536,0,0
g13_00022_0.tif,65536,32,25,65479,0,1
g13_00022_1.tif,65536,245,262,65029,0,6
g13_00022_10.tif,65536,17856,4840,42840,0,90
g13_00022_11.tif,65536,24886,6953,33697,0,140
g13_00022_12.tif,65536,15767,4132,45637,0,117
g13_00022_13.tif,65536,23987,5572,35977,0,91
g13_00022_14.tif,65536,21812,6367,37357,0,149
g13_00022_15.tif,65536,11140,3384,51012,0,95
g13_00022_16.tif,65536,3277,1222,61037,0,28
g13_00022_17.tif,65536,1543,360,63633,0,6
g13_00022_18.tif,65536,3301,1195,61040,0,29
g13_00022_2.tif,65536,1750,763,63023,0,19
g13_00022_3.tif,65536,1570,1121,62845,0,37
g13_00022_4.tif,65536,4208,1094,60234,0,26
g13_00022_5.tif,65536,12558,2155,50823,0,32
g13_00022_6.tif,65536,12668,2827,50041,0,44
g13_00022_7.tif,65536,12174,1787,51575,0,33
g13_00022_8.tif,65536,19305,3498,42733,0,52
g13_00022_9.tif,65536,15936,2948,46652,0,51
g13_00023_0.tif,65536,14458,3171,47907,0,61
g13_00023_1.tif,65536,16450,4276,44810,0,84
g13_00023_10.tif,65536,13818,3960,47758,0,78
g13_00023_11.tif,65536,10854,3608,51074,0,86
g13_00023_12.tif,65536,13576,4099,47861,0,89
g13_00023_14.tif,65536,0,0,65536,0,0
g13_00023_15.tif,65536,0,0,65536,0,0
g13_00023_16.tif,65536,0,0,65536,0,0
g13_00023_17.tif,65536,0,0,65536,0,0
g13_00023_18.tif,65536,0,0,65536,0,0
g13_00023_2.tif,65536,4359,1731,59446,0,48
g13_00023_3.tif,65536,8192,2896,54448,0,79
g13_00023_4.tif,65536,9278,3408,52850,0,95
g13_00023_5.tif,65536,17242,4202,44092,0,80
g13_00023_6.tif,65536,47039,6684,11813,0,91
g13_00023_7.tif,65536,48591,5214,11731,0,47
g13_00023_8.tif,65536,53714,5836,5986,0,60
g13_00023_9.tif,65536,13655,4831,47050,0,133
g13_00024_0.tif,65536,0,0,65536,0,0
g13_00024_1.tif,65536,0,0,65536,0,0
g13_00024_10.tif,65536,121,106,65309,0,5
g13_00024_11.tif,65536,389,238,64909,0,5
g13_00024_12.tif,65536,33,85,65418,0,3
g13_00024_13.tif,65536,253,243,65040,0,4
g13_00024_14.tif,65536,2166,1126,62244,0,24
g13_00024_15.tif,65536,3488,1646,60402,0,45
g13_00024_16.tif,65536,1348,575,63613,0,17
g13_00024_17.tif,65536,1622,906,63008,0,22
g13_00024_18.tif,65536,12324,1773,51439,0,21
g13_00024_2.tif,65536,0,0,65536,0,0
g13_00024_3.tif,65536,0,0,65536,0,0
g13_00024_4.tif,65536,0,0,65536,0,0
g13_00024_5.tif,65536,0,0,65536,0,0
g13_00024_6.tif,65536,0,0,65536,0,0
g13_00024_7.tif,65536,26,51,65459,0,2
g13_00024_8.tif,65536,4,32,65500,0,2
g13_00024_9.tif,65536,163,132,65241,0,5
g13_00025_0.tif,65536,22745,4759,38032,0,82
g13_00025_1.tif,65536,21968,5548,38020,0,98
g13_00025_10.tif,65536,4908,1528,59100,0,41
g13_00025_11.tif,65536,4272,1348,59916,0,25
g13_00025_12.tif,65536,7950,2300,55286,0,48
g13_00025_13.tif,65536,5345,1232,58959,0,30
g13_00025_14.tif,65536,16829,3471,45236,0,67
g13_00025_15.tif,65536,22504,5312,37720,0,92
g13_00025_16.tif,65536,12558,3888,49090,0,99
g13_00025_17.tif,65536,10137,2895,52504,0,59
g13_00025_18.tif,65536,34358,5567,25611,0,90
g13_00025_2.tif,65536,20791,3470,41275,0,60
g13_00025_3.tif,65536,24819,7953,32764,0,139
g13_00025_4.tif,65536,25424,6783,33329,0,163
g13_00025_5.tif,65536,28165,8588,28783,0,176
g13_00025_6.tif,65536,28209,5722,31605,0,127
g13_00025_7.tif,65536,27116,6054,32366,0,131
g13_00025_8.tif,65536,38838,5392,21306,0,114
g13_00025_9.tif,65536,24994,4684,35858,0,94
g13_00026_0.tif,65536,48733,5359,11444,0,50
g13_00026_1.tif,65536,46383,6391,12762,0,66
g13_00026_10.tif,65536,0,0,65536,0,0
g13_00026_11.tif,65536,0,0,65536,0,0
g13_00026_12.tif,65536,0,0,65536,0,0
g13_00026_13.tif,65536,0,0,65536,0,0
g13_00026_14.tif,65536,0,0,65536,0,0
g13_00026_15.tif,65536,0,0,65536,0,0
g13_00026_16.tif,65536,0,0,65536,0,0
g13_00026_17.tif,65536,49,46,65441,0,2
g13_00026_18.tif,65536,64,105,65367,0,7
g13_00026_2.tif,65536,19528,6043,39965,0,158
g13_00026_3.tif,65536,14634,3610,47292,0,76
g13_00026_4.tif,65536,13776,3653,48107,0,72
g13_00026_5.tif,65536,11065,2771,51700,0,52
g13_00026_7.tif,65536,0,0,65536,0,0
g13_00026_8.tif,65536,0,0,65536,0,0
g13_00026_9.tif,65536,0,0,65536,0,0
g13_00027_0.tif,65536,361,319,64856,0,11
g13_00027_1.tif,65536,498,294,64744,0,7
g13_00027_10.tif,65536,3243,1466,60827,0,27
g13_00027_11.tif,65536,1161,559,63816,0,14
g13_00027_12.tif,65536,9467,2506,53563,0,48
g13_00027_13.tif,65536,25407,6007,34122,0,112
g13_00027_14.tif,65536,44849,5867,14820,0,86
g13_00027_15.tif,65536,32503,4444,28589,0,78
g13_00027_16.tif,65536,27439,3527,34570,0,59
g13_00027_17.tif,65536,11085,2058,52393,0,53
g13_00027_18.tif,65536,40168,8693,16675,0,178
g13_00027_2.tif,65536,202,177,65157,0,6
g13_00027_3.tif,65536,526,452,64558,0,12
g13_00027_4.tif,65536,1924,842,62770,0,13
g13_00027_5.tif,65536,744,304,64488,0,8
g13_00027_6.tif,65536,898,756,63882,0,20
g13_00027_7.tif,65536,1088,490,63958,0,11
g13_00027_8.tif,65536,1641,593,63302,0,12
g13_00027_9.tif,65536,297,224,65015,0,4
g13_00028_0.tif,65536,38208,6711,20617,0,114
g13_00028_1.tif,65536,30521,3525,31490,0,47
g13_00028_10.tif,65536,9518,1912,54106,0,37
g13_00028_11.tif,65536,19913,3671,41952,0,65
g13_00028_12.tif,65536,43240,4599,17697,0,62
g13_00028_13.tif,65536,47006,5726,12804,0,54
g13_00028_14.tif,65536,28941,5372,31223,0,97
g13_00028_15.tif,65536,4995,1879,58662,0,59
g13_00028_16.tif,65536,15659,4143,45734,0,81
g13_00028_17.tif,65536,8421,2541,54574,0,57
g13_00028_2.tif,65536,24360,3050,38126,0,45
g13_00028_3.tif,65536,11475,1417,52644,0,20
g13_00028_4.tif,65536,12806,2530,50200,0,48
g13_00028_5.tif,65536,13366,3470,48700,0,68
g13_00028_6.tif,65536,9831,2713,52992,0,57
g13_00028_7.tif,65536,13720,3795,48021,0,90
g13_00028_8.tif,65536,16897,3363,45276,0,63
g13_00028_9.tif,65536,32121,5243,28172,0,94
g13_00029_0.tif,65536,0,0,65536,0,0
g13_00029_1.tif,65536,0,0,65536,0,0
g13_00029_10.tif,65536,100,139,65297,0,3
g13_00029_11.tif,65536,530,385,64621,0,13
g13_00029_12.tif,65536,199,194,65143,0,7
g13_00029_13.tif,65536,176,122,65238,0,4
g13_00029_14.tif,65536,944,475,64117,0,13
g13_00029_15.tif,65536,513,292,64731,0,7
g13_00029_16.tif,65536,279,264,64993,0,6
g13_00029_17.tif,65536,743,391,64402,0,8
g13_00029_18.tif,65536,301,273,64962,0,8
g13_00029_2.tif,65536,0,0,65536,0,0
g13_00029_3.tif,65536,0,0,65536,0,0
g13_00029_4.tif,65536,0,0,65536,0,0
g13_00029_5.tif,65536,0,0,65536,0,0
g13_00029_6.tif,65536,0,0,65536,0,0
g13_00029_7.tif,65536,0,0,65536,0,0
g13_00029_8.tif,65536,0,0,65536,0,0
g13_00029_9.tif,65536,0,0,65536,0,0
g13_00030_0.tif,65536,1262,777,63497,0,26
g13_00030_1.tif,65536,1276,745,63515,0,19
g13_00030_10.tif,65536,16960,4614,43962,0,98
g13_00030_11.tif,65536,32763,9681,23092,0,204
g13_00030_12.tif,65536,37770,6104,21662,0,123
g13_00030_13.tif,65536,46387,4274,14875,0,67
g13_00030_14.tif,65536,20311,5530,39695,0,112
g13_00030_15.tif,65536,36477,5853,23206,0,80
g13_00030_16.tif,65536,30137,5447,29952,0,95
g13_00030_17.tif,65536,15308,3563,46665,0,66
g13_00030_18.tif,65536,17960,3823,43753,0,76
g13_00030_2.tif,65536,1078,655,63803,0,15
g13_00030_3.tif,65536,5838,1157,58541,0,20
g13_00030_4.tif,65536,21595,3658,40283,0,51
g13_00030_5.tif,65536,19938,3277,42321,0,51
g13_00030_6.tif,65536,13966,2959,48611,0,51
g13_00030_7.tif,65536,32987,6300,26249,0,106
g13_00030_8.tif,65536,41407,5387,18742,0,105
g13_00030_9.tif,65536,9102,1721,54713,0,31
g13_00031_0.tif,65536,20807,3583,41146,0,38
g13_00031_1.tif,65536,14058,2969,48509,0,49
g13_00031_10.tif,65536,11283,2101,52152,0,33
g13_00031_12.tif,65536,0,0,65536,0,0
