chip,pred_field_px,pred_boundary_px,seconds
g13_00032_5.tif,0,312,0.106
g13_00032_6.tif,11,1881,0.106
g13_00032_7.tif,0,3176,0.107
g13_00033_1.tif,30604,30236,0.107
g13_00033_2.tif,29284,23392,0.107
g13_00033_3.tif,9039,17766,0.107
g13_00034_17.tif,97,2673,0.112
g13_00034_18.tif,0,1675,0.112
g13_00034_3.tif,17870,16108,0.112
g13_00034_5.tif,0,258,0.112
g13_00034_6.tif,1,836,0.109
g13_00034_7.tif,59,2640,0.109
g13_00035_0.tif,131,2517,0.109
g13_00035_13.tif,44761,15890,0.109
g13_00035_14.tif,57003,8398,0.104
g13_00035_15.tif,25516,19466,0.104
g13_00036_15.tif,18951,12578,0.104
g13_00036_17.tif,17,3432,0.104
g13_00036_18.tif,0,1923,0.103
g13_00037_0.tif,17,1748,0.103
g13_00037_10.tif,1204,6522,0.103
g13_00037_11.tif,1807,6933,0.103
g13_00037_12.tif,202,2836,0.109
g13_00038_6.tif,40851,18505,0.109
g13_00038_7.tif,40520,17356,0.109
g13_00038_8.tif,42600,15753,0.109
g13_00039_8.tif,35349,20064,0.104
g13_00040_10.tif,7178,9817,0.104
g13_00040_11.tif,8246,4573,0.104
g13_00040_9.tif,6540,6333,0.104
g13_00043_2.tif,20805,7405,0.11
g13_00043_3.tif,24278,11569,0.11
g13_00043_4.tif,8137,6757,0.11
g13_00045_14.tif,19017,7958,0.11
g13_00045_15.tif,23005,10296,0.105
g13_00045_16.tif,12385,12264,0.105
g13_00047_14.tif,4151,10318,0.105
g13_00047_15.tif,3750,6558,0.105
g13_00047_16.tif,2526,7720,0.109
g13_00049_6.tif,5973,7897,0.109
g13_00049_7.tif,10780,9369,0.109
g13_00049_8.tif,18878,14499,0.109
g13_00050_7.tif,12702,10583,0.103
g13_00050_8.tif,7000,8132,0.103
g13_00050_9.tif,8017,14551,0.103
g13_00051_18.tif,6143,8954,0.103
g13_00052_0.tif,7152,7952,0.107
g13_00052_1.tif,2485,6174,0.107
g13_00053_0.tif,72,1889,0.107
g13_00053_1.tif,2230,2611,0.107
g13_00053_2.tif,9333,20486,0.106
g13_00054_11.tif,72,2437,0.106
g13_00054_12.tif,2344,5467,0.106
g13_00054_13.tif,599,5746,0.106
