chip,pixels,interior_px,boundary_px,background_px,unlabelled_px,n_parcels
g0_0184.tif,65536,1326,346,0,63864,5
g0_0188.tif,65536,39,93,0,65404,5
g0_0190.tif,65536,491,276,0,64769,5
g0_0191.tif,65536,38,73,0,65425,5
g0_0192.tif,65536,1487,383,0,63666,5
g0_0193.tif,65536,241,188,0,65107,5
g0_0194.tif,65536,445,196,0,64895,5
g0_0195.tif,65536,139,143,0,65254,5
g0_0196.tif,65536,254,225,0,65057,5
g0_0198.tif,65536,40,88,0,65408,5
g0_0203.tif,65536,298,180,0,65058,5
g0_0206.tif,65536,459,252,0,64825,5
g0_0208.tif,65536,248,193,0,65095,5
g0_0210.tif,65536,208,206,0,65122,5
g0_0213.tif,65536,971,278,0,64287,5
g0_0214.tif,65536,867,271,0,64398,5
g0_0218.tif,65536,125,153,0,65258,5
g0_0220.tif,65536,282,200,0,65054,5
g0_0225.tif,65536,369,261,0,64906,5
g0_0231.tif,65536,134,150,0,65252,5
g0_0233.tif,65536,245,172,0,65119,5
g0_0238.tif,65536,339,155,0,65042,5
g0_0241.tif,65536,81,98,0,65357,5
g0_0244.tif,65536,202,150,0,65184,5
g0_0247.tif,65536,1296,424,0,63816,5
g0_0252.tif,65536,456,255,0,64825,5
g0_0253.tif,65536,336,180,0,65020,5
g0_0256.tif,65536,1405,354,0,63777,5
g0_0258.tif,65536,297,179,0,65060,5
g0_0259.tif,65536,4615,770,0,60151,5
g0_0261.tif,65536,46,79,0,65411,5
g0_0265.tif,65536,2548,411,0,62577,5
g0_0266.tif,65536,1322,381,0,63833,5
g0_0270.tif,65536,1438,367,0,63731,5
g0_0274.tif,65536,137,117,0,65282,5
g0_0277.tif,65536,145,110,0,65281,5
g0_0281.tif,65536,153,157,0,65226,5
g0_0283.tif,65536,140,137,0,65259,5
g0_0285.tif,65536,1018,371,0,64147,5
g0_0287.tif,65536,178,165,0,65193,5
g0_0289.tif,65536,192,158,0,65186,5
g0_0290.tif,65536,130,134,0,65272,5
g0_0294.tif,65536,1333,517,0,63686,5
g0_0297.tif,65536,242,189,0,65105,5
g0_0300.tif,65536,1956,431,0,63149,5
g0_0302.tif,65536,337,209,0,64990,5
g0_0303.tif,65536,497,272,0,64767,5
g0_0305.tif,65536,904,300,0,64332,5
g0_0306.tif,65536,163,145,0,65228,5
g0_0308.tif,65536,333,214,0,64989,5
g0_0310.tif,65536,4979,891,0,59666,5
g0_0313.tif,65536,448,238,0,64850,5
g0_0318.tif,65536,533,266,0,64737,5
g0_0319.tif,65536,623,229,0,64684,5
g0_0320.tif,65536,240,156,0,65140,5
g0_0328.tif,65536,658,274,0,64604,5
g0_0330.tif,65536,157,118,0,65261,5
g0_0333.tif,65536,23,63,0,65450,5
g0_0334.tif,65536,1264,448,0,63824,5
g0_0341.tif,65536,26,72,0,65438,5
g0_0342.tif,65536,35,59,0,65442,5
g0_0343.tif,65536,340,156,0,65040,5
g0_0349.tif,65536,65,108,0,65363,5
g0_0350.tif,65536,196,153,0,65187,5
g0_0351.tif,65536,59,91,0,65386,5
g0_0353.tif,65536,433,236,0,64867,5
g0_0354.tif,65536,2027,436,0,63073,5
g0_0355.tif,65536,69,133,0,65334,5
g0_0356.tif,65536,1022,315,0,64199,5
g0_0359.tif,65536,579,259,0,64698,5
g0_0361.tif,65536,602,234,0,64700,5
g0_0364.tif,65536,72,112,0,65352,5
g0_0365.tif,65536,267,192,0,65077,5
g0_0370.tif,65536,62,108,0,65366,5
g0_0374.tif,65536,589,267,0,64680,5
g0_0376.tif,65536,105,130,0,65301,5
g0_0379.tif,65536,263,223,0,65050,5
g0_0384.tif,65536,89,138,0,65309,5
g0_0389.tif,65536,660,293,0,64583,5
g0_0391.tif,65536,140,208,0,65188,5
g0_0394.tif,65536,152,139,0,65245,5
g0_0401.tif,65536,304,200,0,65032,5
g0_0402.tif,65536,112,112,0,65312,5
g0_0408.tif,65536,25,58,0,65453,5
g0_0409.tif,65536,1166,380,0,63990,5
g0_0411.tif,65536,440,265,0,64831,5
g0_0414.tif,65536,199,153,0,65184,5
g0_0421.tif,65536,76,102,0,65358,5
g0_0426.tif,65536,40,74,0,65422,5
g0_0431.tif,65536,454,274,0,64808,5
g0_0433.tif,65536,275,188,0,65073,5
g0_0436.tif,65536,39,87,0,65410,5
g0_0441.tif,65536,499,241,0,64796,5
g0_0449.tif,65536,148,120,0,65268,5
g0_0450.tif,65536,140,116,0,65280,5
g0_0453.tif,65536,329,234,0,64973,5
g0_0456.tif,65536,1002,304,0,64230,5
g0_0457.tif,65536,445,232,0,64859,5
g0_0459.tif,65536,50,83,0,65403,5
g0_0462.tif,65536,102,104,0,65330,5
g0_0466.tif,65536,88,129,0,65319,5
g0_0469.tif,65536,117,143,0,65276,5
g0_0471.tif,65536,382,197,0,64957,5
g0_0476.tif,65536,340,234,0,64962,5
g0_0480.tif,65536,1290,408,0,63838,5
g0_0485.tif,65536,126,96,0,65314,5
g0_0486.tif,65536,100,134,0,65302,5
g0_0488.tif,65536,22,62,0,65452,5
g0_0490.tif,65536,1461,392,0,63683,5
g0_0494.tif,65536,167,171,0,65198,5
g0_0496.tif,65536,523,217,0,64796,5
g0_0500.tif,65536,101,115,0,65320,5
g0_0502.tif,65536,284,198,0,65054,5
g0_0505.tif,65536,381,215,0,64940,5
g0_0507.tif,65536,296,203,0,65037,5
g0_0512.tif,65536,1160,484,0,63892,5
g0_0513.tif,65536,37,82,0,65417,5
g0_0515.tif,65536,282,204,0,65050,5
g0_0516.tif,65536,133,131,0,65272,5
g0_0520.tif,65536,56,102,0,65378,5
g0_0526.tif,65536,125,136,0,65275,5
g0_0527.tif,65536,52,97,0,65387,5
g0_0528.tif,65536,677,291,0,64568,5
g0_0533.tif,65536,1937,428,0,63171,5
g0_0535.tif,65536,357,203,0,64976,5
g0_0536.tif,65536,169,162,0,65205,5
g0_0539.tif,65536,1629,402,0,63505,5
g0_0540.tif,65536,87,145,0,65304,5
g0_0542.tif,65536,364,199,0,64973,5
g0_0547.tif,65536,9,42,0,65485,5
g0_0549.tif,65536,83,132,0,65321,5
g0_0550.tif,65536,95,128,0,65313,5
g0_0555.tif,65536,2000,460,0,63076,5
g0_0560.tif,65536,252,141,0,65143,5
g0_0562.tif,65536,1123,348,0,64065,5
g0_0566.tif,65536,70,101,0,65365,5
g0_0572.tif,65536,25,92,0,65419,5
g0_0578.tif,65536,436,283,0,64817,5
g0_0580.tif,65536,1017,321,0,64198,5
g0_0585.tif,65536,1799,492,0,63245,5
g0_0586.tif,65536,481,198,0,64857,5
g0_0587.tif,65536,42,86,0,65408,5
g0_0590.tif,65536,1352,448,0,63736,5
g0_0593.tif,65536,1171,367,0,63998,5
g0_0595.tif,65536,45,115,0,65376,5
g0_0596.tif,65536,56,82,0,65398,5
g0_0597.tif,65536,544,288,0,64704,6
g0_0598.tif,65536,25,115,0,65396,5
g0_0600.tif,65536,465,225,0,64846,5
g0_0606.tif,65536,74,93,0,65369,5
g0_0613.tif,65536,382,241,0,64913,5
g0_0620.tif,65536,2487,549,0,62500,5
g0_0625.tif,65536,9,38,0,65489,5
g0_0626.tif,65536,615,298,0,64623,5
g0_0627.tif,65536,186,183,0,65167,5
g0_0628.tif,65536,540,291,0,64705,5
g0_0629.tif,65536,85,118,0,65333,5
g0_0633.tif,65536,729,276,0,64531,5
g0_0635.tif,65536,1300,359,0,63877,5
g0_0637.tif,65536,103,139,0,65294,5
g0_0639.tif,65536,999,400,0,64137,5
g0_0646.tif,65536,154,117,0,65265,5
g0_0650.tif,65536,84,119,0,65333,5
g0_0659.tif,65536,844,308,0,64384,5
g0_0663.tif,65536,141,144,0,65251,5
g0_0665.tif,65536,112,137,0,65287,5
g0_0668.tif,65536,1497,363,0,63676,5
g0_0675.tif,65536,1048,318,0,64170,5
g0_0677.tif,65536,390,225,0,64921,5
g0_0679.tif,65536,1274,454,0,63808,5
g0_0680.tif,65536,1572,369,0,63595,5
g0_0681.tif,65536,1314,327,0,63895,5
g0_0682.tif,65536,648,230,0,64658,5
g0_0684.tif,65536,185,163,0,65188,5
g0_0687.tif,65536,67,110,0,65359,5
g0_0691.tif,65536,1466,408,0,63662,5
g0_0696.tif,65536,69,94,0,65373,5
g0_0704.tif,65536,489,230,0,64817,5
g0_0705.tif,65536,43,86,0,65407,5
g0_0706.tif,65536,239,147,0,65150,5
g0_0707.tif,65536,530,231,0,64775,5
g0_0708.tif,65536,551,233,0,64752,5
g0_0710.tif,65536,86,114,0,65336,5
g0_0715.tif,65536,606,270,0,64660,5
g0_0717.tif,65536,298,235,0,65003,5
g0_0719.tif,65536,592,281,0,64663,5
g0_0721.tif,65536,1236,405,0,63895,5
g0_0723.tif,65536,375,197,0,64964,5
g0_0724.tif,65536,235,178,0,65123,5
g0_0725.tif,65536,75,103,0,65358,5
g0_0728.tif,65536,1742,465,0,63329,5
g0_0731.tif,65536,542,291,0,64703,5
g0_0732.tif,65536,510,221,0,64805,5
g0_0734.tif,65536,386,239,0,64911,5
g0_0736.tif,65536,151,136,0,65249,5
g0_0737.tif,65536,868,384,0,64284,5
g0_0738.tif,65536,59,110,0,65367,5
g0_0739.tif,65536,977,358,0,64201,5
g0_0744.tif,65536,391,198,0,64947,5
g0_0745.tif,65536,419,265,0,64852,5
g0_0749.tif,65536,151,121,0,65264,5
g0_0752.tif,65536,936,277,0,64323,5
g0_0757.tif,65536,448,240,0,64848,5
g0_0759.tif,65536,45,73,0,65418,5
g0_0760.tif,65536,98,101,0,65337,5
g0_0766.tif,65536,342,192,0,65002,5
g0_0767.tif,65536,320,222,0,64994,5
g0_0768.tif,65536,1108,337,0,64091,5
g0_0770.tif,65536,169,187,0,65180,5
g0_0771.tif,65536,834,305,0,64397,5
g0_0772.tif,65536,1299,470,0,63767,5
g0_0773.tif,65536,1132,315,0,64089,5
g0_0774.tif,65536,208,223,0,65105,5
g0_0776.tif,65536,799,259,0,64478,5
g0_0777.tif,65536,76,97,0,65363,5
g0_0786.tif,65536,496,267,0,64773,5
g0_0791.tif,65536,1504,368,0,63664,5
g0_0792.tif,65536,106,134,0,65296,5
g0_0793.tif,65536,118,131,0,65287,5
g0_0798.tif,65536,117,124,0,65295,5
g0_0799.tif,65536,1548,357,0,63631,5
g0_0802.tif,65536,151,139,0,65246,5
g0_0803.tif,65536,103,109,0,65324,5
g0_0804.tif,65536,38,73,0,65425,5
g0_0806.tif,65536,69,93,0,65374,5
g0_0807.tif,65536,44,78,0,65414,5
g0_0808.tif,65536,847,305,0,64384,5
g0_0809.tif,65536,281,196,0,65059,5
g0_0816.tif,65536,4174,636,0,60726,5
g0_0819.tif,65536,37,73,0,65426,5
g0_0822.tif,65536,263,171,0,65102,5
g0_0823.tif,65536,552,264,0,64720,5
g0_0825.tif,65536,1021,317,0,64198,5
g0_0833.tif,65536,42,99,0,65395,5
g0_0834.tif,65536,1009,351,0,64176,5
g0_0835.tif,65536,1509,424,0,63603,5
g0_0838.tif,65536,546,220,0,64770,5
g0_0841.tif,65536,164,147,0,65225,5
g0_0845.tif,65536,2500,567,0,62469,5
g0_0846.tif,65536,52,90,0,65394,5
g0_0853.tif,65536,87,93,0,65356,5
g0_0854.tif,65536,762,310,0,64464,5
g0_0856.tif,65536,604,288,0,64644,5
g0_0858.tif,65536,737,258,0,64541,5
g0_0863.tif,65536,286,176,0,65074,5
g0_0864.tif,65536,1223,409,0,63904,5
g0_0868.tif,65536,227,195,0,65114,5
g0_0872.tif,65536,18,58,0,65460,5
g0_0874.tif,65536,1544,403,0,63589,5
g0_0879.tif,65536,1059,395,0,64082,5
g0_0886.tif,65536,146,129,0,65261,5
g0_0889.tif,65536,465,293,0,64778,5
g0_0898.tif,65536,174,107,0,65255,5
g0_0902.tif,65536,3,76,0,65457,2
g0_0905.tif,65536,491,326,0,64719,5
g0_0906.tif,65536,224,173,0,65139,5
g0_0907.tif,65536,589,245,0,64702,5
g0_0909.tif,65536,114,112,0,65310,5
g0_0910.tif,65536,41,87,0,65408,5
g0_0912.tif,65536,824,329,0,64383,5
g0_0917.tif,65536,427,280,0,64829,5
g0_0919.tif,65536,193,155,0,65188,5
g0_0922.tif,65536,1083,367,0,64086,5
g0_0928.tif,65536,1607,371,0,63558,5
g0_0929.tif,65536,295,200,0,65041,5
g0_0931.tif,65536,559,241,0,64736,5
g0_0933.tif,65536,112,159,0,65265,5
g0_0934.tif,65536,673,314,0,64549,5
g0_0935.tif,65536,1021,320,0,64195,5
g0_0940.tif,65536,653,315,0,64568,5
g0_0941.tif,65536,644,231,0,64661,5
g0_0943.tif,65536,502,244,0,64790,5
g0_0945.tif,65536,2805,529,0,62202,5
g0_0948.tif,65536,556,279,0,64701,5
g0_0950.tif,65536,157,160,0,65219,5
g0_0954.tif,65536,108,112,0,65316,5
g0_0956.tif,65536,119,143,0,65274,5
g0_0957.tif,65536,505,309,0,64722,5
g0_0961.tif,65536,1272,411,0,63853,5
g0_0963.tif,65536,259,198,0,65079,5
g0_0964.tif,65536,549,272,0,64715,5
g0_0966.tif,65536,386,179,0,64971,5
g0_0967.tif,65536,724,318,0,64494,5
g0_0969.tif,65536,697,283,0,64556,5
g0_0977.tif,65536,383,258,0,64895,5
g0_0978.tif,65536,307,164,0,65065,5
g0_0979.tif,65536,803,292,0,64441,5
g0_0980.tif,65536,42,80,0,65414,5
g0_0981.tif,65536,711,321,0,64504,5
g0_0983.tif,65536,506,253,0,64777,5
g0_0985.tif,65536,179,155,0,65202,5
g0_0990.tif,65536,812,341,0,64383,5
g0_0994.tif,65536,33,71,0,65432,5
g0_0997.tif,65536,207,152,0,65177,5
g0_0998.tif,65536,330,216,0,64990,5
g0_1002.tif,65536,360,197,0,64979,5
g0_1005.tif,65536,1109,292,0,64135,5
g0_1006.tif,65536,1093,401,0,64042,5
g0_1007.tif,65536,61,99,0,65376,5
g0_1010.tif,65536,405,225,0,64906,5
g0_1015.tif,65536,414,201,0,64921,5
g0_1018.tif,65536,138,143,0,65255,5
g0_1021.tif,65536,270,174,0,65092,5
g0_1024.tif,65536,1642,528,0,63366,5
g0_1025.tif,65536,48,86,0,65402,5
g0_1026.tif,65536,165,121,0,65250,5
g0_1027.tif,65536,611,282,0,64643,5
g0_1031.tif,65536,683,258,0,64595,5
g0_1032.tif,65536,1299,352,0,63885,5
g0_1033.tif,65536,125,146,0,65265,5
g0_1035.tif,65536,34,73,0,65429,5
g0_1038.tif,65536,869,280,0,64387,5
g0_1040.tif,65536,80,112,0,65344,5
g0_1041.tif,65536,162,151,0,65223,5
g0_1044.tif,65536,333,200,0,65003,5
g0_1046.tif,65536,90,97,0,65349,5
g0_1047.tif,65536,159,185,0,65192,5
g0_1048.tif,65536,281,200,0,65055,5
g0_1049.tif,65536,275,213,0,65048,5
g0_1050.tif,65536,721,308,0,64507,5
g0_1051.tif,65536,413,206,0,64917,5
g0_1052.tif,65536,370,205,0,64961,5
g0_1058.tif,65536,234,167,0,65135,5
g0_1059.tif,65536,597,302,0,64637,5
g0_1061.tif,65536,118,156,0,65262,5
g0_1063.tif,65536,245,189,0,65102,5
g0_1065.tif,65536,110,116,0,65310,5
g0_1066.tif,65536,340,211,0,64985,5
g0_1071.tif,65536,17,66,0,65453,5
g0_1075.tif,65536,601,283,0,64652,5
g0_1082.tif,65536,109,132,0,65295,5
g0_1086.tif,65536,368,235,0,64933,5
g0_1088.tif,65536,1344,457,0,63735,5
g0_1091.tif,65536,246,186,0,65104,5
g0_1094.tif,65536,25,69,0,65442,5
g0_1097.tif,65536,1096,357,0,64083,5
g0_1099.tif,65536,523,230,0,64783,5
g0_1101.tif,65536,941,332,0,64263,5
g0_1103.tif,65536,249,187,0,65100,5
g0_1106.tif,65536,243,174,0,65119,5
g0_1108.tif,65536,30,79,0,65427,5
g0_1115.tif,65536,1318,410,0,63808,5
g0_1116.tif,65536,236,151,0,65149,5
g0_1118.tif,65536,106,151,0,65279,5
g0_1119.tif,65536,275,225,0,65036,5
g0_1121.tif,65536,364,256,0,64916,5
g0_1124.tif,65536,234,160,0,65142,5
g0_1125.tif,65536,1121,377,0,64038,5
g0_1130.tif,65536,66,112,0,65358,5
g0_1133.tif,65536,160,162,0,65214,5
g0_1135.tif,65536,521,281,0,64734,5
g0_1137.tif,65536,726,304,0,64506,5
g0_1140.tif,65536,581,250,0,64705,5
g0_1141.tif,65536,653,275,0,64608,5
g0_1147.tif,65536,398,207,0,64931,5
g0_1152.tif,65536,57,95,0,65384,5
g0_1161.tif,65536,509,217,0,64810,5
g0_1163.tif,65536,380,226,0,64930,5
g0_1165.tif,65536,183,166,0,65187,5
g0_1167.tif,65536,38,106,0,65392,5
g0_1168.tif,65536,46,95,0,65395,5
g0_1171.tif,65536,411,208,0,64917,5
g0_1176.tif,65536,26,70,0,65440,5
g0_1177.tif,65536,3066,675,0,61795,5
g0_1179.tif,65536,747,318,0,64471,5
g0_1180.tif,65536,1950,518,0,63068,5
g0_1182.tif,65536,426,239,0,64871,5
g0_1184.tif,65536,93,159,0,65284,5
g0_1186.tif,65536,11,44,0,65481,4
g0_1188.tif,65536,238,172,0,65126,5
g0_1190.tif,65536,259,228,0,65049,5
g0_1209.tif,65536,1894,447,0,63195,5
g0_1210.tif,65536,187,168,0,65181,5
g0_1221.tif,65536,405,230,0,64901,5
g0_1222.tif,65536,364,185,0,64987,5
g0_1226.tif,65536,126,144,0,65266,5
g0_1227.tif,65536,1361,499,0,63676,5
g0_1232.tif,65536,90,112,0,65334,5
g0_1234.tif,65536,447,302,0,64787,5
g0_1235.tif,65536,59,110,0,65367,5
g0_1238.tif,65536,458,284,0,64794,5
g0_1240.tif,65536,189,167,0,65180,5
g0_1243.tif,65536,609,319,0,64608,5
g0_1244.tif,65536,84,109,0,65343,5
g0_1245.tif,65536,32,69,0,65435,5
g0_1253.tif,65536,118,112,0,65306,5
g0_1254.tif,65536,125,123,0,65288,5
g0_1255.tif,65536,346,220,0,64970,5
g0_1257.tif,65536,1769,404,0,63363,5
g0_1258.tif,65536,1041,383,0,64112,5
g0_1259.tif,65536,77,99,0,65360,5
g0_1261.tif,65536,179,179,0,65178,5
g0_1262.tif,65536,394,185,0,64957,5
g0_1263.tif,65536,514,269,0,64753,5
g0_1266.tif,65536,954,258,0,64324,5
g0_1267.tif,65536,129,146,0,65261,5
g0_1269.tif,65536,240,168,0,65128,5
g0_1270.tif,65536,69,118,0,65349,5
g0_1272.tif,65536,474,283,0,64779,5
g0_1273.tif,65536,104,139,0,65293,5
g0_1276.tif,65536,203,197,0,65136,5
g0_1277.tif,65536,488,267,0,64781,5
g0_1279.tif,65536,1071,313,0,64152,5
g0_1281.tif,65536,489,288,0,64759,5
g0_1284.tif,65536,196,193,0,65147,5
g0_1286.tif,65536,190,136,0,65210,5
g0_1289.tif,65536,364,218,0,64954,5
g0_1294.tif,65536,150,145,0,65241,5
g0_1296.tif,65536,1545,467,0,63524,5
g0_1302.tif,65536,99,101,0,65336,5
g0_1304.tif,65536,347,202,0,64987,5
g0_1306.tif,65536,458,264,0,64814,5
g0_1308.tif,65536,525,285,0,64726,5
g0_1312.tif,65536,844,316,0,64376,5
g0_1315.tif,65536,819,373,0,64344,5
g0_1316.tif,65536,83,144,0,65309,5
g0_1320.tif,65536,247,194,0,65095,5
g0_1322.tif,65536,244,181,0,65111,5
g0_1324.tif,65536,46,88,0,65402,5
g0_1325.tif,65536,520,229,0,64787,5
g0_1327.tif,65536,479,248,0,64809,5
g0_1328.tif,65536,223,149,0,65164,5
g0_1329.tif,65536,168,143,0,65225,5
g0_1331.tif,65536,483,242,0,64811,5
g0_1333.tif,65536,303,204,0,65029,5
g0_1334.tif,65536,346,222,0,64968,5
g0_1339.tif,65536,136,136,0,65264,5
g0_1342.tif,65536,1873,476,0,63187,5
g0_1343.tif,65536,1525,439,0,63572,5
g0_1345.tif,65536,372,218,0,64946,5
g0_1354.tif,65536,547,309,0,64680,5
g0_1356.tif,65536,545,254,0,64737,5
g0_1358.tif,65536,340,174,0,65022,5
g0_1359.tif,65536,151,156,0,65229,5
g0_1361.tif,65536,729,306,0,64501,5
g0_1362.tif,65536,335,187,0,65014,5
g0_1366.tif,65536,650,319,0,64567,5
g0_1367.tif,65536,272,221,0,65043,5
g0_1373.tif,65536,416,220,0,64900,5
g0_1378.tif,65536,716,250,0,64570,5
g0_1381.tif,65536,615,269,0,64652,5
g0_1382.tif,65536,1025,372,0,64139,5
g0_1385.tif,65536,663,266,0,64607,5
g0_1387.tif,65536,50,78,0,65408,5
g0_1388.tif,65536,68,77,0,65391,5
g0_1390.tif,65536,345,227,0,64964,5
g0_1399.tif,65536,997,377,0,64162,5
g0_1400.tif,65536,168,110,0,65258,5
g0_1402.tif,65536,427,254,0,64855,5
g0_1403.tif,65536,992,404,0,64140,5
g0_1405.tif,65536,724,325,0,64487,5
g0_1406.tif,65536,1781,424,0,63331,5
g0_1408.tif,65536,14,61,0,65461,5
g0_1410.tif,65536,218,162,0,65156,5
g0_1411.tif,65536,545,230,0,64761,5
g0_1412.tif,65536,317,185,0,65034,5
g0_1413.tif,65536,264,174,0,65098,5
g0_1414.tif,65536,105,169,0,65262,5
g0_1416.tif,65536,4457,678,0,60401,5
g0_1417.tif,65536,172,197,0,65167,5
g0_1419.tif,65536,135,110,0,65291,5
g0_1420.tif,65536,209,152,0,65175,5
g0_1425.tif,65536,779,248,0,64509,5
g0_1428.tif,65536,157,95,0,65284,5
g0_1429.tif,65536,338,254,0,64944,5
g0_1431.tif,65536,185,165,0,65186,5
g0_1435.tif,65536,250,161,0,65125,5
g0_1442.tif,65536,90,111,0,65335,5
g0_1446.tif,65536,974,363,0,64199,5
g0_1454.tif,65536,2166,524,0,62846,5
g0_1456.tif,65536,501,249,0,64786,5
g0_1457.tif,65536,92,107,0,65337,5
g0_1459.tif,65536,194,181,0,65161,5
g0_1460.tif,65536,420,214,0,64902,5
g0_1463.tif,65536,278,150,0,65108,5
g0_1464.tif,65536,30,66,0,65440,5
g0_1465.tif,65536,488,212,0,64836,5
g0_1466.tif,65536,1141,348,0,64047,5
g0_1469.tif,65536,2613,518,0,62405,5
g0_1470.tif,65536,216,149,0,65171,5
g0_1477.tif,65536,495,272,0,64769,5
g0_1482.tif,65536,81,72,0,65383,5
g0_1486.tif,65536,56,88,0,65392,5
g0_1489.tif,65536,766,271,0,64499,5
g0_1490.tif,65536,246,193,0,65097,5
g0_1494.tif,65536,830,257,0,64449,5
g0_1495.tif,65536,287,172,0,65077,5
g0_1496.tif,65536,157,124,0,65255,5
g0_1498.tif,65536,214,164,0,65158,5
g0_1499.tif,65536,92,135,0,65309,5
g0_1501.tif,65536,106,154,0,65276,5
g0_1504.tif,65536,151,131,0,65254,5
g0_1507.tif,65536,51,101,0,65384,5
g0_1514.tif,65536,380,189,0,64967,5
g0_1518.tif,65536,104,95,0,65337,5
g0_1520.tif,65536,1324,333,0,63879,5
g0_1522.tif,65536,406,224,0,64906,5
g0_1524.tif,65536,85,90,0,65361,5
g0_1526.tif,65536,103,95,0,65338,5
g0_1529.tif,65536,330,210,0,64996,5
g0_1536.tif,65536,1070,311,0,64155,5
g0_1537.tif,65536,578,288,0,64670,5
g0_1539.tif,65536,1474,422,0,63640,5
g0_1542.tif,65536,465,218,0,64853,5
g0_1543.tif,65536,284,195,0,65057,5
g0_1544.tif,65536,584,278,0,64674,5
g0_1546.tif,65536,758,283,0,64495,5
g0_1547.tif,65536,354,238,0,64944,5
g0_1548.tif,65536,1337,402,0,63797,5
g0_1550.tif,65536,289,190,0,65057,5
g0_1551.tif,65536,1368,396,0,63772,5
g0_1552.tif,65536,643,278,0,64615,5
g0_1559.tif,65536,727,297,0,64512,5
g0_1560.tif,65536,1173,409,0,63954,5
g0_1561.tif,65536,480,210,0,64846,5
g0_1571.tif,65536,29,69,0,65438,5
g0_1572.tif,65536,574,275,0,64687,5
g0_1573.tif,65536,77,96,0,65363,5
g0_1575.tif,65536,866,351,0,64319,5
g0_1577.tif,65536,688,241,0,64607,5
g0_1584.tif,65536,118,141,0,65277,5
g0_1587.tif,65536,198,176,0,65162,5
g0_1592.tif,65536,709,311,0,64516,5
g0_1593.tif,65536,1402,488,0,63646,5
g0_1596.tif,65536,677,288,0,64571,5
g0_1607.tif,65536,1441,381,0,63714,5
g0_1608.tif,65536,66,88,0,65382,5
g0_1609.tif,65536,595,306,0,64635,5
g0_1610.tif,65536,305,178,0,65053,5
g0_1611.tif,65536,726,255,0,64555,5
g0_1616.tif,65536,149,126,0,65261,5
g0_1620.tif,65536,197,155,0,65184,5
g0_1621.tif,65536,207,156,0,65173,5
