chip,parcel_id,interior_px,full_px,interior_ha,full_ha,full_native_px,bbox_h,bbox_w,row_min,col_min,touches_edge
g0_0026.tif,134,162,225,0.59637,0.82829,82.83,18,15,100,131,0
g0_0027.tif,135,7,23,0.02577,0.08467,8.47,5,6,131,124,0
g0_0027.tif,136,5,17,0.01841,0.06258,6.26,6,4,126,127,0
g0_0027.tif,137,6,20,0.02209,0.07363,7.36,6,4,126,124,0
g0_0027.tif,138,6,21,0.02209,0.07731,7.73,6,5,121,125,0
g0_0027.tif,139,3,16,0.01104,0.0589,5.89,5,4,121,129,0
g0_0030.tif,150,55,96,0.20247,0.3534,35.34,9,12,140,94,0
g0_0030.tif,151,131,192,0.48225,0.70681,70.68,14,17,139,77,0
g0_0030.tif,152,7,24,0.02577,0.08835,8.84,6,5,125,157,0
g0_0030.tif,153,11,32,0.04049,0.1178,11.78,8,5,118,159,0
g0_0030.tif,154,33,67,0.12148,0.24665,24.66,10,9,93,129,0
g0_0032.tif,160,136,202,0.50065,0.74362,74.36,13,23,139,122,0
g0_0032.tif,161,129,188,0.47489,0.69208,69.21,13,22,130,126,0
g0_0032.tif,162,127,186,0.46752,0.68472,68.47,18,16,120,116,0
g0_0032.tif,163,98,143,0.36077,0.52642,52.64,13,15,110,121,0
g0_0032.tif,164,56,93,0.20615,0.34236,34.24,12,9,108,113,0
g0_0033.tif,165,45,81,0.16566,0.29818,29.82,9,11,130,130,0
g0_0033.tif,166,42,74,0.15461,0.27241,27.24,9,10,126,114,0
g0_0033.tif,167,33,59,0.12148,0.2172,21.72,9,9,124,122,0
g0_0033.tif,168,38,68,0.13989,0.25033,25.03,8,11,123,130,0
g0_0033.tif,169,35,64,0.12884,0.2356,23.56,8,9,117,121,0
g0_0034.tif,170,225,298,0.82829,1.09702,109.7,17,29,130,124,0
g0_0034.tif,171,63,111,0.23192,0.40862,40.86,20,9,128,117,0
g0_0034.tif,172,192,259,0.70681,0.95345,95.35,16,28,121,122,0
g0_0034.tif,173,157,221,0.57796,0.81356,81.36,16,21,111,120,0
g0_0034.tif,174,164,254,0.60373,0.93505,93.5,28,20,101,104,0
g0_0039.tif,195,8,31,0.02945,0.11412,11.41,9,7,133,131,0
g0_0039.tif,196,9,27,0.03313,0.09939,9.94,8,5,131,134,0
g0_0039.tif,197,17,42,0.06258,0.15461,15.46,8,8,128,126,0
g0_0039.tif,198,5,20,0.01841,0.07363,7.36,6,5,126,131,0
g0_0039.tif,199,24,62,0.08835,0.22824,22.82,14,6,98,103,0
g0_0044.tif,220,107,162,0.3939,0.59637,59.64,17,13,152,114,0
g0_0044.tif,221,101,168,0.37181,0.61846,61.85,23,12,130,112,0
g0_0044.tif,222,33,60,0.12148,0.22088,22.09,11,7,112,127,0
g0_0044.tif,223,88,141,0.32395,0.51906,51.91,20,9,107,119,0
g0_0044.tif,224,120,180,0.44175,0.66263,66.26,17,15,95,142,0
g0_0047.tif,235,198,270,0.72889,0.99395,99.39,14,26,134,108,0
g0_0047.tif,236,51,88,0.18775,0.32395,32.4,9,12,126,132,0
g0_0047.tif,237,185,244,0.68104,0.89823,89.82,13,24,123,108,0
g0_0047.tif,238,43,79,0.1583,0.29082,29.08,7,13,119,138,0
g0_0047.tif,239,186,253,0.68472,0.93136,93.14,12,25,114,106,0
g0_0050.tif,250,64,97,0.2356,0.35708,35.71,12,12,124,134,0
g0_0050.tif,251,78,138,0.28714,0.50802,50.8,21,11,120,107,0
g0_0050.tif,252,144,191,0.5301,0.70312,70.31,20,13,119,115,0
g0_0050.tif,253,108,162,0.39758,0.59637,59.64,20,14,119,123,0
g0_0050.tif,254,34,64,0.12516,0.2356,23.56,8,11,119,133,0
g0_0052.tif,260,32,57,0.1178,0.20983,20.98,8,8,126,133,0
g0_0052.tif,261,27,49,0.09939,0.18038,18.04,7,7,127,119,0
g0_0052.tif,262,31,51,0.11412,0.18775,18.77,7,8,127,126,0
g0_0052.tif,263,31,52,0.11412,0.19143,19.14,7,8,120,126,0
g0_0052.tif,264,25,49,0.09203,0.18038,18.04,7,7,120,119,0
g0_0053.tif,265,14,38,0.05154,0.13989,13.99,5,9,128,112,0
g0_0053.tif,266,9,25,0.03313,0.09203,9.2,5,5,127,121,0
g0_0053.tif,267,14,38,0.05154,0.13989,13.99,8,6,125,126,0
g0_0053.tif,268,16,40,0.0589,0.14725,14.73,8,8,123,131,0
g0_0053.tif,269,54,99,0.19879,0.36445,36.44,15,11,114,134,0
g0_0054.tif,270,32,66,0.1178,0.24296,24.3,11,10,131,131,0
g0_0054.tif,271,100,158,0.36813,0.58164,58.16,18,14,128,114,0
g0_0054.tif,272,69,127,0.25401,0.46752,46.75,16,20,128,119,0
g0_0054.tif,273,66,110,0.24296,0.40494,40.49,19,9,109,130,0
g0_0054.tif,274,456,558,1.67866,2.05415,205.42,22,33,106,105,0
g0_0055.tif,275,70,106,0.25769,0.39022,39.02,15,9,136,121,0
g0_0055.tif,276,51,73,0.18775,0.26873,26.87,11,7,126,123,0
g0_0055.tif,277,87,134,0.32027,0.49329,49.33,18,8,124,115,0
g0_0055.tif,278,137,191,0.50434,0.70312,70.31,17,12,109,123,0
g0_0055.tif,279,124,193,0.45648,0.71049,71.05,15,16,109,135,0
g0_0056.tif,280,352,435,1.29581,1.60136,160.14,21,23,133,112,0
g0_0056.tif,281,39,77,0.14357,0.28346,28.35,11,10,129,135,0
g0_0056.tif,282,21,46,0.07731,0.16934,16.93,6,9,123,123,0
g0_0056.tif,283,15,35,0.05522,0.12884,12.88,7,7,117,121,0
g0_0056.tif,284,20,49,0.07363,0.18038,18.04,10,8,109,119,0
g0_0059.tif,295,4,17,0.01473,0.06258,6.26,5,4,131,125,0
g0_0059.tif,296,2,14,0.00736,0.05154,5.15,4,4,127,124,0
g0_0059.tif,297,5,19,0.01841,0.06994,6.99,4,5,127,128,0
g0_0059.tif,298,2,14,0.00736,0.05154,5.15,5,3,122,125,0
g0_0059.tif,299,5,21,0.01841,0.07731,7.73,5,5,122,128,0
g0_0063.tif,315,54,99,0.19879,0.36445,36.44,15,11,129,112,0
g0_0063.tif,316,57,93,0.20983,0.34236,34.24,15,9,128,120,0
g0_0063.tif,317,34,64,0.12516,0.2356,23.56,9,10,125,125,0
g0_0063.tif,318,53,93,0.19511,0.34236,34.24,10,12,123,133,0
g0_0063.tif,319,42,82,0.15461,0.30187,30.19,11,11,105,126,0
g0_0064.tif,320,42,87,0.15461,0.32027,32.03,17,10,131,125,0
g0_0064.tif,321,58,104,0.21351,0.38285,38.29,18,11,130,130,0
g0_0064.tif,322,92,141,0.33868,0.51906,51.91,15,13,117,118,0
g0_0064.tif,323,26,59,0.09571,0.2172,21.72,13,7,117,128,0
g0_0064.tif,324,59,101,0.2172,0.37181,37.18,10,13,108,115,0
g0_0066.tif,330,158,213,0.58164,0.78411,78.41,18,13,136,118,0
g0_0066.tif,331,90,134,0.33132,0.49329,49.33,15,10,131,130,0
g0_0066.tif,332,164,221,0.60373,0.81356,81.36,18,13,119,119,0
g0_0066.tif,333,131,190,0.48225,0.69944,69.94,23,9,108,132,0
g0_0066.tif,334,83,129,0.30555,0.47489,47.49,17,8,102,116,0
g0_0067.tif,335,1169,1315,4.30342,4.84088,484.09,49,41,140,103,0
g0_0067.tif,336,1117,1230,4.11199,4.52798,452.8,54,34,110,130,0
g0_0067.tif,337,382,472,1.40625,1.73756,173.76,18,38,98,124,0
g0_0067.tif,338,631,764,2.32289,2.8125,281.25,48,28,97,91,0
g0_0067.tif,339,703,804,2.58794,2.95975,295.97,48,30,95,107,0
g0_0068.tif,340,4,16,0.01473,0.0589,5.89,4,5,129,123,0
g0_0068.tif,341,2,16,0.00736,0.0589,5.89,6,5,126,121,0
g0_0068.tif,342,6,22,0.02209,0.08099,8.1,7,6,124,125,0
g0_0068.tif,343,8,24,0.02945,0.08835,8.84,6,7,123,128,0
g0_0068.tif,344,4,19,0.01473,0.06994,6.99,5,5,121,132,0
g0_0070.tif,350,14,37,0.05154,0.13621,13.62,9,5,129,119,0
g0_0070.tif,351,13,40,0.04786,0.14725,14.73,10,7,123,134,0
g0_0070.tif,352,29,60,0.10676,0.22088,22.09,13,8,119,130,0
g0_0070.tif,353,41,74,0.15093,0.27241,27.24,12,9,119,124,0
g0_0070.tif,354,20,46,0.07363,0.16934,16.93,11,5,119,120,0
g0_0073.tif,365,23,44,0.08467,0.16198,16.2,8,7,131,127,0
g0_0073.tif,366,15,37,0.05522,0.13621,13.62,6,7,131,121,0
g0_0073.tif,367,46,81,0.16934,0.29818,29.82,7,14,125,121,0
g0_0073.tif,368,32,56,0.1178,0.20615,20.62,6,12,120,123,0
g0_0073.tif,369,33,64,0.12148,0.2356,23.56,7,11,114,124,0
g0_0074.tif,370,159,212,0.58532,0.78043,78.04,18,13,143,132,0
g0_0074.tif,371,86,141,0.31659,0.51906,51.91,24,7,135,126,0
g0_0074.tif,372,611,746,2.24926,2.74624,274.62,43,24,114,102,0
g0_0074.tif,373,222,290,0.81724,1.06757,106.76,15,24,101,114,0
g0_0074.tif,374,134,189,0.49329,0.69576,69.58,13,16,88,120,0
g0_0083.tif,415,109,163,0.40126,0.60005,60.0,13,18,135,120,0
g0_0083.tif,416,97,144,0.35708,0.5301,53.01,15,15,126,115,0
g0_0083.tif,417,46,79,0.16934,0.29082,29.08,12,10,124,126,0
g0_0083.tif,418,91,144,0.335,0.5301,53.01,13,22,115,118,0
g0_0083.tif,419,161,227,0.59269,0.83565,83.57,17,22,105,115,0
g0_0085.tif,425,56,87,0.20615,0.32027,32.03,11,8,133,128,0
g0_0085.tif,426,115,166,0.42335,0.61109,61.11,15,13,128,115,0
g0_0085.tif,427,36,70,0.13253,0.25769,25.77,8,11,121,117,0
g0_0085.tif,428,67,106,0.24665,0.39022,39.02,13,9,120,127,0
g0_0085.tif,429,55,91,0.20247,0.335,33.5,11,9,109,127,0
g0_0088.tif,440,92,134,0.33868,0.49329,49.33,13,12,129,114,0
g0_0088.tif,441,95,144,0.34972,0.5301,53.01,11,16,130,126,0
g0_0088.tif,442,83,126,0.30555,0.46384,46.38,9,16,121,126,0
g0_0088.tif,443,46,75,0.16934,0.2761,27.61,8,11,122,115,0
g0_0088.tif,444,176,248,0.64791,0.91296,91.3,11,28,112,115,0
g0_0089.tif,445,20,41,0.07363,0.15093,15.09,7,6,126,119,0
g0_0089.tif,446,21,39,0.07731,0.14357,14.36,7,7,125,124,0
g0_0089.tif,447,23,43,0.08467,0.1583,15.83,7,7,125,130,0
g0_0089.tif,448,15,36,0.05522,0.13253,13.25,7,7,124,136,0
g0_0089.tif,449,21,45,0.07731,0.16566,16.57,5,9,121,115,0
g0_0090.tif,450,11,31,0.04049,0.11412,11.41,6,7,134,122,0
g0_0090.tif,451,36,69,0.13253,0.25401,25.4,11,8,132,130,0
g0_0090.tif,452,36,71,0.13253,0.26137,26.14,10,11,127,117,0
g0_0090.tif,453,21,49,0.07731,0.18038,18.04,10,7,113,120,0
g0_0090.tif,454,103,157,0.37917,0.57796,57.8,14,15,111,126,0
g0_0091.tif,455,25,67,0.09203,0.24665,24.66,18,8,123,116,0
g0_0091.tif,456,45,78,0.16566,0.28714,28.71,16,11,123,119,0
g0_0091.tif,457,22,48,0.08099,0.1767,17.67,11,9,119,129,0
g0_0091.tif,458,56,92,0.20615,0.33868,33.87,17,10,119,123,0
g0_0091.tif,459,18,43,0.06626,0.1583,15.83,9,8,117,133,0
g0_0097.tif,485,187,251,0.6884,0.924,92.4,9,43,130,102,0
g0_0097.tif,486,109,197,0.40126,0.72521,72.52,5,42,127,102,0
g0_0097.tif,487,25,54,0.09203,0.19879,19.88,15,4,120,144,0
g0_0097.tif,488,74,123,0.27241,0.4528,45.28,8,17,119,127,0
g0_0097.tif,489,124,202,0.45648,0.74362,74.36,9,26,118,102,0
g0_0100.tif,500,26,50,0.09571,0.18406,18.41,6,10,130,129,0
g0_0100.tif,501,31,54,0.11412,0.19879,19.88,5,13,131,117,0
g0_0100.tif,502,66,103,0.24296,0.37917,37.92,9,14,123,115,0
g0_0100.tif,503,59,92,0.2172,0.33868,33.87,10,14,121,128,0
g0_0100.tif,504,63,106,0.23192,0.39022,39.02,9,17,115,118,0
g0_0102.tif,510,119,179,0.43807,0.65895,65.89,20,13,137,129,0
g0_0102.tif,511,94,150,0.34604,0.55219,55.22,23,8,116,137,0
g0_0102.tif,512,125,172,0.46016,0.63318,63.32,17,12,117,144,0
g0_0102.tif,513,83,145,0.30555,0.53379,53.38,16,21,115,95,0
g0_0102.tif,514,60,108,0.22088,0.39758,39.76,12,18,111,100,0
g0_0104.tif,520,35,66,0.12884,0.24296,24.3,8,10,163,190,0
g0_0104.tif,521,146,231,0.53747,0.85038,85.04,11,34,141,118,0
g0_0104.tif,522,42,77,0.15461,0.28346,28.35,8,12,135,92,0
g0_0104.tif,523,40,80,0.14725,0.2945,29.45,14,8,91,88,0
g0_0104.tif,524,71,113,0.26137,0.41598,41.6,10,13,85,112,0
g0_0106.tif,530,55,88,0.20247,0.32395,32.4,8,12,132,138,0
g0_0106.tif,531,128,178,0.4712,0.65527,65.53,14,17,123,107,0
g0_0106.tif,532,99,148,0.36445,0.54483,54.48,19,11,120,130,0
g0_0106.tif,533,97,140,0.35708,0.51538,51.54,20,11,118,122,0
g0_0106.tif,534,93,143,0.34236,0.52642,52.64,13,16,112,110,0
g0_0107.tif,535,16,33,0.0589,0.12148,12.15,4,10,143,121,0
g0_0107.tif,536,18,39,0.06626,0.14357,14.36,5,10,139,121,0
g0_0107.tif,537,290,410,1.06757,1.50933,150.93,9,55,131,102,0
g0_0107.tif,538,535,643,1.96949,2.36706,236.71,14,53,107,103,0
g0_0107.tif,539,348,467,1.28109,1.71916,171.92,11,52,98,103,0
g0_0108.tif,540,66,109,0.24296,0.40126,40.13,11,14,130,106,0
g0_0108.tif,541,64,95,0.2356,0.34972,34.97,10,14,127,118,0
g0_0108.tif,542,64,103,0.2356,0.37917,37.92,10,14,124,129,0
g0_0108.tif,543,57,96,0.20983,0.3534,35.34,10,14,120,115,0
g0_0108.tif,544,68,115,0.25033,0.42335,42.33,11,15,113,138,0
g0_0110.tif,550,4,14,0.01473,0.05154,5.15,4,4,131,127,0
g0_0110.tif,551,2,11,0.00736,0.04049,4.05,4,3,127,125,0
g0_0110.tif,552,7,15,0.02577,0.05522,5.52,5,4,127,127,0
g0_0110.tif,553,2,12,0.00736,0.04418,4.42,4,3,123,125,0
g0_0110.tif,554,4,12,0.01473,0.04418,4.42,4,3,123,128,0
g0_0111.tif,555,92,139,0.33868,0.5117,51.17,16,10,133,119,0
g0_0111.tif,556,16,30,0.0589,0.11044,11.04,4,8,129,129,0
g0_0111.tif,557,24,47,0.08835,0.17302,17.3,6,8,123,128,0
g0_0111.tif,558,62,96,0.22824,0.3534,35.34,11,10,123,119,0
g0_0111.tif,559,306,384,1.12647,1.41361,141.36,24,18,100,118,0
g0_0114.tif,570,14,38,0.05154,0.13989,13.99,6,8,133,137,0
g0_0114.tif,571,20,41,0.07363,0.15093,15.09,8,6,123,116,0
g0_0114.tif,572,24,49,0.08835,0.18038,18.04,7,8,123,109,0
g0_0114.tif,573,3,18,0.01104,0.06626,6.63,5,5,123,130,0
g0_0114.tif,574,3,18,0.01104,0.06626,6.63,5,5,123,134,0
g0_0117.tif,585,21,46,0.07731,0.16934,16.93,9,8,129,124,0
g0_0117.tif,586,11,35,0.04049,0.12884,12.88,8,6,128,120,0
g0_0117.tif,587,20,44,0.07363,0.16198,16.2,8,8,123,127,0
g0_0117.tif,588,10,29,0.03681,0.10676,10.68,7,6,122,123,0
g0_0117.tif,589,12,37,0.04418,0.13621,13.62,8,7,115,125,0
g0_0120.tif,600,49,91,0.18038,0.335,33.5,13,10,131,130,0
g0_0120.tif,601,59,102,0.2172,0.37549,37.55,10,15,121,112,0
g0_0120.tif,602,56,101,0.20615,0.37181,37.18,15,13,117,122,0
g0_0120.tif,603,113,197,0.41598,0.72521,72.52,33,17,117,129,0
g0_0120.tif,604,57,98,0.20983,0.36077,36.08,11,11,112,111,0
g0_0121.tif,605,171,242,0.6295,0.89087,89.09,19,21,134,89,0
g0_0121.tif,606,140,199,0.51538,0.73257,73.26,19,19,127,105,0
g0_0121.tif,607,208,282,0.76571,1.03812,103.81,18,21,128,162,0
g0_0121.tif,608,355,438,1.30685,1.6124,161.24,30,24,110,112,0
g0_0121.tif,609,536,657,1.97317,2.4186,241.86,24,40,89,109,0
g0_0122.tif,610,124,178,0.45648,0.65527,65.53,15,16,132,113,0
g0_0122.tif,611,64,102,0.2356,0.37549,37.55,13,11,130,126,0
g0_0122.tif,612,33,67,0.12148,0.24665,24.66,10,11,122,123,0
g0_0122.tif,613,46,87,0.16934,0.32027,32.03,12,11,114,120,0
g0_0122.tif,614,55,89,0.20247,0.32763,32.76,13,9,110,130,0
g0_0123.tif,615,278,351,1.0234,1.29213,129.21,23,21,134,106,0
g0_0123.tif,616,451,522,1.66026,1.92163,192.16,21,31,130,123,0
g0_0123.tif,617,340,428,1.25164,1.57559,157.56,29,19,107,105,0
g0_0123.tif,618,312,374,1.14856,1.3768,137.68,29,16,104,122,0
g0_0123.tif,619,335,407,1.23323,1.49828,149.83,30,17,101,135,0
g0_0126.tif,631,105,156,0.38653,0.57428,57.43,13,17,130,116,0
g0_0126.tif,632,258,338,0.94977,1.24427,124.43,16,30,127,131,0
g0_0126.tif,633,121,173,0.44543,0.63686,63.69,13,19,121,110,0
g0_0126.tif,634,253,336,0.93136,1.23691,123.69,18,26,112,126,0
g0_0126.tif,635,264,358,0.97186,1.3179,131.79,24,23,103,103,0
g0_0127.tif,636,176,238,0.64791,0.87614,87.61,20,14,145,147,0
g0_0127.tif,637,278,368,1.0234,1.35471,135.47,26,16,135,47,0
g0_0127.tif,638,63,106,0.23192,0.39022,39.02,9,14,132,108,0
g0_0127.tif,639,284,360,1.04548,1.32526,132.53,23,17,125,138,0
g0_0127.tif,640,125,194,0.46016,0.71417,71.42,14,21,56,156,0
g0_0130.tif,651,30,76,0.11044,0.27978,27.98,10,15,134,131,0
g0_0130.tif,652,18,48,0.06626,0.1767,17.67,12,10,130,136,0
g0_0130.tif,653,65,113,0.23928,0.41598,41.6,11,15,122,112,0
g0_0130.tif,654,50,98,0.18406,0.36077,36.08,15,11,119,128,0
g0_0130.tif,655,48,91,0.1767,0.335,33.5,11,13,108,101,0
g0_0140.tif,701,107,160,0.3939,0.589,58.9,13,17,137,106,0
g0_0140.tif,702,329,414,1.21114,1.52405,152.41,22,24,119,99,0
g0_0140.tif,703,249,331,0.91664,1.2185,121.85,28,15,114,122,0
g0_0140.tif,704,291,373,1.07125,1.37312,137.31,24,19,115,135,0
g0_0140.tif,705,77,121,0.28346,0.44543,44.54,9,15,107,134,0
g0_0145.tif,726,75,135,0.2761,0.49697,49.7,26,6,134,128,0
g0_0145.tif,727,25,66,0.09203,0.24296,24.3,4,21,130,110,0
g0_0145.tif,728,29,73,0.10676,0.26873,26.87,5,20,126,110,0
g0_0145.tif,729,160,226,0.589,0.83197,83.2,37,8,97,132,0
g0_0145.tif,730,54,131,0.19879,0.48225,48.22,37,6,97,129,0
g0_0147.tif,736,167,210,0.61477,0.77307,77.31,16,14,136,119,0
g0_0147.tif,737,302,361,1.11175,1.32894,132.89,31,14,122,132,0
g0_0147.tif,738,360,433,1.32526,1.59399,159.4,16,30,120,103,0
g0_0147.tif,739,106,148,0.39022,0.54483,54.48,11,17,112,132,0
g0_0147.tif,740,365,452,1.34367,1.66394,166.39,16,31,105,102,0
g0_0153.tif,766,30,51,0.11044,0.18775,18.77,7,10,130,125,0
g0_0153.tif,767,49,77,0.18038,0.28346,28.35,9,12,127,114,0
g0_0153.tif,768,73,106,0.26873,0.39022,39.02,11,11,122,135,0
g0_0153.tif,769,65,100,0.23928,0.36813,36.81,11,11,121,124,0
g0_0153.tif,770,43,73,0.1583,0.26873,26.87,9,10,120,114,0
g0_0156.tif,781,5,19,0.01841,0.06994,6.99,3,7,130,122,0
g0_0156.tif,782,26,48,0.09571,0.1767,17.67,6,10,128,129,0
g0_0156.tif,783,18,43,0.06626,0.1583,15.83,6,10,124,130,0
g0_0156.tif,784,35,62,0.12884,0.22824,22.82,9,10,121,121,0
g0_0156.tif,785,21,46,0.07731,0.16934,16.93,10,7,119,117,0
g0_0159.tif,796,33,55,0.12148,0.20247,20.25,8,9,131,119,0
g0_0159.tif,797,16,30,0.0589,0.11044,11.04,4,9,127,118,0
g0_0159.tif,798,30,57,0.11044,0.20983,20.98,8,9,119,117,0
g0_0159.tif,799,134,180,0.49329,0.66263,66.26,19,13,118,124,0
g0_0159.tif,800,130,177,0.47857,0.65159,65.16,19,13,117,134,0
g0_0163.tif,820,4,21,0.01473,0.07731,7.73,3,8,124,129,0
g0_0167.tif,836,39,60,0.14357,0.22088,22.09,6,10,146,125,0
g0_0167.tif,837,130,176,0.47857,0.64791,64.79,15,13,131,123,0
g0_0167.tif,838,45,74,0.16566,0.27241,27.24,12,7,120,123,0
g0_0167.tif,839,18,39,0.06626,0.14357,14.36,7,7,113,123,0
g0_0167.tif,840,20,41,0.07363,0.15093,15.09,7,6,107,124,0
g0_0168.tif,841,43,80,0.1583,0.2945,29.45,14,9,130,108,0
g0_0168.tif,842,46,79,0.16934,0.29082,29.08,14,9,130,103,0
g0_0168.tif,843,121,185,0.44543,0.68104,68.1,20,15,130,92,0
g0_0168.tif,844,162,232,0.59637,0.85406,85.41,18,21,110,147,0
g0_0168.tif,845,17,36,0.06258,0.13253,13.25,6,7,105,155,0
g0_0170.tif,852,2,16,0.00736,0.0589,5.89,4,4,128,127,0
g0_0170.tif,853,6,24,0.02209,0.08835,8.84,8,3,125,121,0
g0_0170.tif,854,2,12,0.00736,0.04418,4.42,4,3,124,127,0
g0_0170.tif,855,1,6,0.00368,0.02209,2.21,3,2,125,130,0
g0_0173.tif,866,38,73,0.13989,0.26873,26.87,5,20,138,121,0
g0_0173.tif,867,35,71,0.12884,0.26137,26.14,5,18,135,121,0
g0_0173.tif,868,31,56,0.11412,0.20615,20.62,6,10,119,124,0
g0_0173.tif,869,37,77,0.13621,0.28346,28.35,17,6,119,119,0
g0_0173.tif,870,60,98,0.22088,0.36077,36.08,8,13,107,119,0
g0_0176.tif,881,21,36,0.07731,0.13253,13.25,9,5,133,129,0
g0_0176.tif,882,36,58,0.13253,0.21351,21.35,8,8,133,122,0
g0_0176.tif,883,103,138,0.37917,0.50802,50.8,13,13,120,123,0
g0_0176.tif,884,85,134,0.31291,0.49329,49.33,15,12,118,113,0
g0_0176.tif,885,111,162,0.40862,0.59637,59.64,15,13,106,125,0
g0_0178.tif,891,96,145,0.3534,0.53379,53.38,14,13,141,85,0
g0_0178.tif,892,679,759,2.49959,2.79409,279.41,34,28,127,125,0
g0_0178.tif,893,169,239,0.62214,0.87983,87.98,27,11,126,115,0
g0_0178.tif,894,632,743,2.32657,2.73519,273.52,29,31,102,126,0
g0_0178.tif,895,504,613,1.85537,2.25662,225.66,25,31,81,133,0
g0_0183.tif,916,284,386,1.04548,1.42097,142.1,41,15,116,108,0
g0_0183.tif,917,262,328,0.9645,1.20746,120.75,40,13,116,118,0
g0_0183.tif,918,285,353,1.04916,1.29949,129.95,41,13,114,127,0
g0_0183.tif,919,271,348,0.99763,1.28109,128.11,42,13,112,135,0
g0_0183.tif,920,243,321,0.89455,1.18169,118.17,30,12,86,120,0
g0_0184.tif,921,124,191,0.45648,0.70312,70.31,26,12,119,99,0
g0_0184.tif,922,239,303,0.87983,1.11543,111.54,27,17,116,107,0
g0_0184.tif,923,281,344,1.03444,1.26636,126.64,28,18,114,118,0
g0_0184.tif,924,316,383,1.16328,1.40993,140.99,29,20,111,130,0
g0_0184.tif,925,366,451,1.34735,1.66026,166.03,31,24,108,144,0
g0_0188.tif,941,10,34,0.03681,0.12516,12.52,6,9,129,113,0
g0_0188.tif,942,7,26,0.02577,0.09571,9.57,6,7,126,120,0
g0_0188.tif,943,9,26,0.03313,0.09571,9.57,5,6,125,126,0
g0_0188.tif,944,3,15,0.01104,0.05522,5.52,5,4,124,131,0
g0_0188.tif,945,10,31,0.03681,0.11412,11.41,7,6,123,135,0
g0_0190.tif,951,67,111,0.24665,0.40862,40.86,9,17,127,104,0
g0_0190.tif,952,152,218,0.55955,0.80252,80.25,22,14,124,142,0
g0_0190.tif,953,144,213,0.5301,0.78411,78.41,21,16,121,152,0
g0_0190.tif,954,67,112,0.24665,0.4123,41.23,9,17,120,103,0
g0_0190.tif,955,61,113,0.22456,0.41598,41.6,9,18,113,102,0
g0_0191.tif,956,9,24,0.03313,0.08835,8.84,5,6,129,123,0
g0_0191.tif,957,6,20,0.02209,0.07363,7.36,5,4,128,129,0
g0_0191.tif,958,9,25,0.03313,0.09203,9.2,5,6,125,123,0
g0_0191.tif,959,5,16,0.01841,0.0589,5.89,4,4,124,129,0
g0_0191.tif,960,9,26,0.03313,0.09571,9.57,5,6,121,122,0
