chip,pred_field_px,pred_boundary_px,seconds
g2_0344.tif,25939,33067,0.108
g2_0345.tif,44525,20953,0.108
g2_0348.tif,6832,23662,0.101
g2_0358.tif,42660,22204,0.101
g2_0367.tif,40860,23422,0.101
g2_0368.tif,26749,28242,0.101
g2_0373.tif,33077,30222,0.105
g2_0385.tif,18565,46785,0.105
g2_0386.tif,2115,19771,0.105
g2_0388.tif,1856,44219,0.105
g3_0397.tif,8915,32788,0.1
g2_0399.tif,46309,18745,0.1
g2_0400.tif,13363,17575,0.1
g3_0403.tif,42152,22330,0.1
g2_0406.tif,13612,44481,0.106
g2_0410.tif,23410,31298,0.106
g2_0418.tif,6547,25863,0.106
g0_0426.tif,5252,58606,0.106
g2_0429.tif,19578,45213,0.104
g2_0439.tif,12110,28624,0.104
g0_0449.tif,14135,50356,0.104
g2_0454.tif,44000,17719,0.104
g2_0458.tif,37415,27402,0.102
g2_0463.tif,5169,21304,0.102
g2_0470.tif,41019,24517,0.102
g1_0474.tif,32874,29536,0.102
g2_0475.tif,15322,28372,0.109
g0_0476.tif,26181,32340,0.109
g1_0482.tif,38133,23503,0.109
g3_0492.tif,14558,34516,0.109
g2_0493.tif,13979,18927,0.097
g2_0506.tif,48013,16284,0.097
g2_0509.tif,43318,16961,0.097
g0_0516.tif,9324,43505,0.097
g2_0517.tif,32496,27922,0.111
g2_0518.tif,33026,27328,0.111
g3_0519.tif,25871,38508,0.111
g2_0521.tif,18443,41175,0.111
g2_0523.tif,34422,30026,0.109
g1_0530.tif,13883,30275,0.109
g3_0551.tif,18693,41433,0.109
g2_0556.tif,2069,21208,0.109
g2_0559.tif,45247,20289,0.104
g2_0563.tif,42315,22671,0.104
g0_0566.tif,8212,50833,0.104
g2_0567.tif,15235,17630,0.104
g2_0575.tif,43388,16505,0.103
g2_0576.tif,28474,32572,0.103
g3_0583.tif,35137,29559,0.103
g0_0586.tif,21903,35925,0.103
g2_0588.tif,32172,33163,0.103
g1_0589.tif,33183,27329,0.103
g0_0590.tif,40985,20756,0.103
g2_0594.tif,40240,23848,0.103
g2_0608.tif,50036,14045,0.105
g3_0610.tif,25476,37514,0.105
g2_0611.tif,16502,23634,0.105
g2_0617.tif,38304,25567,0.105
g0_0628.tif,46109,19427,0.103
g0_0629.tif,32178,30825,0.103
g2_0631.tif,27938,27944,0.103
g0_0633.tif,35525,28910,0.103
g2_0640.tif,15033,31410,0.102
g2_0648.tif,39458,20490,0.102
g0_0650.tif,31852,28337,0.102
g2_0667.tif,2886,22670,0.102
g2_0671.tif,47953,12068,0.101
g3_0672.tif,37071,28380,0.101
g3_0688.tif,35193,25185,0.101
g2_0694.tif,42993,21670,0.101
g0_0696.tif,14297,39005,0.107
g2_0698.tif,36513,28475,0.107
g2_0702.tif,2191,17252,0.107
g0_0705.tif,1612,39634,0.107
g0_0710.tif,26908,37520,0.103
g3_0713.tif,48552,15892,0.103
g2_0714.tif,32496,31290,0.103
g0_0724.tif,26808,16018,0.103
g2_0729.tif,25831,23738,0.11
g1_0730.tif,33655,30779,0.11
g2_0733.tif,19226,25525,0.11
g0_0737.tif,49071,16228,0.11
g3_0741.tif,3458,53076,0.101
g2_0756.tif,16252,22973,0.101
g2_0769.tif,34626,25464,0.101
g0_0773.tif,53763,10847,0.101
g1_0775.tif,27269,30557,0.111
g3_0781.tif,38838,26698,0.111
g2_0782.tif,8469,46904,0.111
g3_0783.tif,16170,40093,0.111
g0_0792.tif,6844,37131,0.111
g0_0803.tif,7445,57298,0.111
g0_0807.tif,45231,19873,0.111
g0_0808.tif,26026,14814,0.111
g2_0810.tif,43313,22156,0.106
g2_0812.tif,40879,21081,0.106
g1_0817.tif,38455,24653,0.106
g2_0818.tif,29471,35843,0.106
g2_0821.tif,4876,16323,0.1
g2_0831.tif,35861,27120,0.1
g2_0847.tif,47111,14246,0.1
g2_0850.tif,47773,17060,0.1
g2_0851.tif,36178,29312,0.106
g2_0855.tif,46772,16461,0.106
g2_0857.tif,38163,27373,0.106
g2_0859.tif,47524,17343,0.106
g2_0870.tif,12288,46534,0.103
g2_0876.tif,29588,35285,0.103
g0_0879.tif,44689,20619,0.103
g2_0882.tif,10067,34059,0.103
g1_0890.tif,36489,26118,0.103
g2_0895.tif,5806,36981,0.103
g2_0897.tif,11372,51089,0.103
g2_0900.tif,42614,20986,0.103
g2_0901.tif,19502,35385,0.106
g2_0914.tif,26740,37222,0.106
g2_0924.tif,41707,21500,0.106
g3_0926.tif,28193,27419,0.106
g2_0942.tif,4265,15440,0.103
g0_0943.tif,53274,12262,0.103
g2_0947.tif,3946,40017,0.103
g2_0949.tif,42660,18852,0.103
g2_0953.tif,36902,28561,0.105
g3_0955.tif,48566,16024,0.105
g0_0957.tif,25031,38140,0.105
g2_0971.tif,16698,17391,0.105
g2_0976.tif,29900,32798,0.113
g0_0979.tif,2850,13688,0.113
g2_0995.tif,38417,25708,0.113
g2_1001.tif,6188,33786,0.113
g3_1003.tif,34252,29571,0.109
g0_1005.tif,41125,23009,0.109
g1_1012.tif,43357,20737,0.109
g2_1016.tif,14836,21595,0.109
g2_1017.tif,1436,51643,0.105
g2_1022.tif,17869,34397,0.105
g2_1030.tif,7952,29774,0.105
g2_1043.tif,3600,30053,0.105
g2_1053.tif,46303,18018,0.109
g2_1056.tif,5180,19286,0.109
g2_1060.tif,7924,42388,0.109
g2_1062.tif,47390,18137,0.109
g1_1072.tif,33471,27343,0.106
g2_1073.tif,4451,26657,0.106
g2_1090.tif,12698,15089,0.106
g2_1092.tif,38508,25274,0.106
g3_1098.tif,40691,17994,0.105
g2_1111.tif,14815,34284,0.105
g2_1120.tif,25794,35007,0.105
g1_1136.tif,30078,31353,0.105
g2_1145.tif,22770,37823,0.1
g2_1148.tif,48725,16228,0.1
g2_1149.tif,13747,35681,0.1
g2_1154.tif,29931,21397,0.1
g3_1174.tif,33660,31457,0.118
g2_1175.tif,37835,25812,0.118
g2_1178.tif,29629,28548,0.118
g0_1180.tif,38509,25855,0.118
g1_1191.tif,41309,22874,0.112
g2_1197.tif,2114,24564,0.112
g2_1198.tif,32914,29092,0.112
g2_1201.tif,31604,19200,0.112
g2_1206.tif,15012,45731,0.104
g2_1207.tif,15888,30138,0.104
g0_1210.tif,25054,38113,0.104
g2_1211.tif,561,19447,0.104
g2_1217.tif,36495,28695,0.106
g2_1233.tif,43178,21659,0.106
g0_1234.tif,16037,47509,0.106
g2_1241.tif,20522,44103,0.106
g0_1243.tif,21258,34587,0.1
g0_1245.tif,7574,57152,0.1
g1_1248.tif,14265,12938,0.1
g2_1252.tif,41663,23214,0.1
g0_1263.tif,47048,15500,0.103
g2_1264.tif,33653,25057,0.103
g2_1265.tif,14663,49134,0.103
g2_1268.tif,11276,47127,0.103
g2_1274.tif,23113,29070,0.102
g2_1287.tif,38541,26942,0.102
g2_1290.tif,27818,15394,0.102
g2_1293.tif,36144,24138,0.102
g2_1299.tif,40881,20900,0.108
g2_1300.tif,22498,22308,0.108
g2_1305.tif,32972,30742,0.108
g2_1307.tif,31055,25936,0.108
g2_1309.tif,6186,23813,0.104
g2_1310.tif,36242,26011,0.104
g0_1316.tif,10,12114,0.104
g3_1318.tif,36884,25568,0.104
g2_1321.tif,39046,25903,0.107
g2_1330.tif,6218,45224,0.107
g2_1340.tif,53943,11593,0.107
g0_1343.tif,43205,18071,0.107
g2_1346.tif,19462,45894,0.105
g3_1347.tif,13269,21190,0.105
g2_1348.tif,18010,33000,0.105
g3_1351.tif,36991,22384,0.105
g2_1352.tif,39970,24454,0.106
g2_1364.tif,3915,53541,0.106
g0_1367.tif,21134,38479,0.106
g2_1368.tif,10823,53122,0.106
g2_1374.tif,14897,22111,0.101
g2_1376.tif,31954,32065,0.101
g2_1380.tif,34481,29830,0.101
g2_1384.tif,47172,18130,0.101
g2_1386.tif,16210,30125,0.106
g2_1393.tif,18503,20870,0.106
g2_1395.tif,21724,23088,0.106
g2_1398.tif,39123,25476,0.106
g0_1399.tif,21816,32673,0.103
g0_1402.tif,43831,19704,0.103
g2_1404.tif,8256,30275,0.103
g2_1418.tif,2953,25027,0.103
g2_1433.tif,22248,25010,0.107
g2_1439.tif,4540,27687,0.107
g3_1440.tif,35338,28900,0.107
g2_1451.tif,2544,48845,0.107
g0_1460.tif,35397,24980,0.106
g2_1467.tif,2253,17177,0.106
g2_1471.tif,42387,23149,0.106
g2_1474.tif,477,24919,0.106
g2_1475.tif,33409,31597,0.104
g2_1478.tif,19379,39944,0.104
g3_1487.tif,27377,35330,0.104
g2_1488.tif,40207,21445,0.104
g0_1489.tif,50095,15438,0.113
g0_1494.tif,40634,22455,0.113
g2_1500.tif,9068,37710,0.113
g0_1504.tif,12212,50601,0.113
g0_1507.tif,14845,50187,0.1
g2_1511.tif,53125,11336,0.1
g3_1515.tif,38313,25609,0.1
g2_1516.tif,1405,28364,0.1
g2_1517.tif,45075,11503,0.106
g2_1521.tif,1673,42475,0.106
g2_1523.tif,691,23200,0.106
g2_1527.tif,32692,23099,0.106
g1_1530.tif,22604,33308,0.102
g2_1535.tif,42302,23192,0.102
g2_1538.tif,31545,26832,0.102
g0_1539.tif,27052,33250,0.102
g0_1550.tif,36031,28970,0.107
g2_1554.tif,5870,45515,0.107
g1_1556.tif,29286,35211,0.107
g2_1557.tif,32630,30205,0.107
g2_1568.tif,15147,23171,0.103
g1_1578.tif,25983,33529,0.103
g2_1602.tif,4514,48705,0.103
g2_1604.tif,7596,34392,0.103
g0_1607.tif,41880,18442,0.108
g2_1614.tif,33555,18526,0.108
g2_1626.tif,506,24704,0.108
g0_1635.tif,32349,32181,0.108
g2_1638.tif,17658,46436,0.106
g2_1646.tif,16201,46144,0.106
g0_1651.tif,35429,27018,0.106
g2_1659.tif,23061,20132,0.106
g2_1670.tif,38459,23515,0.107
g2_1674.tif,15533,39006,0.107
g2_1676.tif,25962,35736,0.107
g2_1681.tif,13752,41879,0.107
g0_1687.tif,17598,38515,0.103
g2_1688.tif,47584,17794,0.103
g2_1689.tif,3619,48894,0.103
g2_1695.tif,12571,42715,0.103
g2_1699.tif,48329,12480,0.104
g2_1700.tif,35995,24527,0.104
g1_1703.tif,27272,36904,0.104
g2_1707.tif,36007,29161,0.104
g0_1721.tif,13003,52533,0.097
g2_1722.tif,24172,30229,0.097
g2_1733.tif,42514,19512,0.097
g2_1737.tif,11330,24703,0.097
g1_1747.tif,17912,13580,0.1
g3_1748.tif,29065,29444,0.1
g2_1752.tif,1928,23843,0.1
g2_1759.tif,8956,52880,0.1
g0_1762.tif,21129,43439,0.107
g2_1766.tif,40303,24275,0.107
g2_1769.tif,14842,50116,0.107
g3_1770.tif,25313,40075,0.107
g2_1771.tif,32000,22142,0.105
g0_1776.tif,20962,32006,0.105
g3_1785.tif,800,20758,0.105
g0_1794.tif,15730,34918,0.105
g2_1800.tif,16957,27092,0.109
g0_1806.tif,6068,24116,0.109
g0_1820.tif,9146,27681,0.109
g0_1822.tif,35381,24008,0.109
g2_1823.tif,26553,31902,0.102
g1_1828.tif,23012,33921,0.102
g3_1836.tif,22379,32045,0.102
g0_1839.tif,27411,31306,0.102
g2_1844.tif,35096,30439,0.108
g0_1845.tif,20053,42635,0.108
g0_1850.tif,27041,38450,0.108
g2_1852.tif,41742,21306,0.108
g3_1854.tif,37076,24245,0.106
g2_1856.tif,15389,21408,0.106
g2_1867.tif,31895,31650,0.106
g0_1869.tif,50282,15160,0.106
g1_1874.tif,43933,21603,0.106
g2_1878.tif,21756,36706,0.106
g1_1880.tif,28499,35058,0.106
g2_1881.tif,8171,46978,0.106
g2_1883.tif,21974,35895,0.106
g2_1884.tif,28879,33662,0.106
g2_1889.tif,22244,41779,0.106
g2_1898.tif,40528,20958,0.106
g2_1899.tif,35160,17005,0.106
g0_1901.tif,15450,50085,0.106
g2_1910.tif,23540,37372,0.106
g3_1911.tif,44214,21281,0.106
g0_1922.tif,20875,27162,0.104
g3_1925.tif,43449,21015,0.104
g1_1927.tif,40061,24970,0.104
g2_1928.tif,19268,28135,0.104
g2_1930.tif,38274,23465,0.106
g1_1932.tif,38202,25716,0.106
g0_1938.tif,31864,31857,0.106
g2_1940.tif,55127,10409,0.106
g1_1946.tif,15757,33739,0.105
g0_1951.tif,26221,38026,0.105
g1_1962.tif,32671,27521,0.105
g3_1964.tif,37897,26846,0.105
g1_1975.tif,25418,39261,0.11
g2_1982.tif,26685,21635,0.11
g0_1985.tif,45864,19154,0.11
