parcel_id,objects_over,best_iou,chip
1457,0,0.0,g2_0291.tif
1458,0,0.0,g2_0291.tif
1459,0,0.0,g2_0291.tif
1460,0,0.0,g2_0291.tif
1491,0,0.0,g2_0298.tif
1492,0,0.0,g2_0298.tif
1493,3,0.316,g2_0298.tif
1494,1,0.375,g2_0298.tif
1495,0,0.0,g2_0298.tif
1536,0,0.0,g2_0307.tif
1537,0,0.0,g2_0307.tif
1538,0,0.0,g2_0307.tif
1539,0,0.0,g2_0307.tif
1540,0,0.0,g2_0307.tif
1571,2,0.1576,g2_0314.tif
1572,2,0.0357,g2_0314.tif
1573,1,0.4059,g2_0314.tif
1574,0,0.0,g2_0314.tif
1575,2,0.0278,g2_0314.tif
1576,0,0.0,g2_0315.tif
1577,0,0.0,g2_0315.tif
1578,0,0.0,g2_0315.tif
1579,0,0.0,g2_0315.tif
1580,0,0.0,g2_0315.tif
1631,0,0.0,g2_0326.tif
1632,0,0.0,g2_0326.tif
1633,0,0.0,g2_0326.tif
1634,0,0.0,g2_0326.tif
1635,0,0.0,g2_0326.tif
1676,0,0.0,g2_0335.tif
1677,1,0.1786,g2_0335.tif
1678,1,0.1452,g2_0335.tif
1679,0,0.0,g2_0335.tif
1680,0,0.0,g2_0335.tif
1681,0,0.0,g2_0336.tif
1682,2,0.0244,g2_0336.tif
1683,2,0.0415,g2_0336.tif
1684,0,0.0,g2_0336.tif
1685,0,0.0,g2_0336.tif
1691,1,0.0349,g2_0338.tif
1692,0,0.0,g2_0338.tif
1693,0,0.0,g2_0338.tif
1694,1,0.011,g2_0338.tif
1695,1,0.0267,g2_0338.tif
1701,1,0.1362,g2_0340.tif
1702,2,0.0599,g2_0340.tif
1703,0,0.0,g2_0340.tif
1704,1,0.0721,g2_0340.tif
1705,1,0.5077,g2_0340.tif
1721,0,0.0,g2_0344.tif
1722,0,0.0,g2_0344.tif
1723,0,0.0,g2_0344.tif
1724,0,0.0,g2_0344.tif
1725,0,0.0,g2_0344.tif
1726,1,0.1772,g2_0345.tif
1727,1,0.01,g2_0345.tif
1728,1,0.2022,g2_0345.tif
1729,0,0.0,g2_0345.tif
1730,1,0.0179,g2_0345.tif
