chip,pred_field_px,pred_boundary_px,seconds
g2_0276.tif,26738,38570,0.106
g2_0282.tif,17160,44038,0.106
g3_0284.tif,16357,47547,0.106
g2_0291.tif,18265,46502,0.106
g2_0298.tif,8323,22554,0.105
g2_0307.tif,25157,39269,0.105
g3_0312.tif,15463,41636,0.105
g2_0314.tif,11888,26396,0.105
g2_0315.tif,5366,60020,0.109
g2_0326.tif,15667,49863,0.109
g2_0335.tif,38047,27220,0.109
g2_0336.tif,15501,48285,0.109
g2_0338.tif,10728,50809,0.106
g2_0340.tif,33491,26853,0.106
g2_0344.tif,19138,43889,0.106
g2_0345.tif,21065,44385,0.106
g2_0348.tif,9014,53049,0.105
g2_0358.tif,37580,27593,0.105
g2_0367.tif,6825,39393,0.105
g2_0368.tif,16271,38163,0.105
g2_0373.tif,10554,53443,0.103
g2_0385.tif,11412,47014,0.103
g2_0386.tif,6355,55412,0.103
g2_0388.tif,816,62043,0.103
g3_0397.tif,10417,50726,0.101
g2_0399.tif,35286,30061,0.101
g2_0400.tif,29709,33789,0.101
g3_0403.tif,12542,34315,0.101
g2_0406.tif,10857,54679,0.109
g2_0410.tif,25469,37790,0.109
g2_0418.tif,20727,44787,0.109
g0_0426.tif,8364,56728,0.109
g2_0429.tif,9739,52064,0.111
g2_0439.tif,6081,53774,0.111
g0_0449.tif,15293,46557,0.111
g2_0454.tif,36869,28149,0.111
g2_0458.tif,14362,51171,0.105
g2_0463.tif,7469,56240,0.105
g2_0470.tif,25047,39159,0.105
g1_0474.tif,6523,54627,0.105
g2_0475.tif,19987,43675,0.104
g0_0476.tif,23550,41037,0.104
g1_0482.tif,9200,54159,0.104
g3_0492.tif,10085,54070,0.104
g2_0493.tif,23113,33653,0.109
g2_0506.tif,43089,22447,0.109
g2_0509.tif,26946,37167,0.109
g0_0516.tif,7385,54682,0.109
g2_0517.tif,12801,51872,0.105
g2_0518.tif,15441,42794,0.105
g3_0519.tif,18335,46884,0.105
g2_0521.tif,11238,52845,0.105
g2_0523.tif,17468,44591,0.106
g1_0530.tif,6164,59113,0.106
g3_0551.tif,9704,55445,0.106
g2_0556.tif,12744,39750,0.106
g2_0559.tif,23761,41691,0.109
g2_0563.tif,38746,22839,0.109
g0_0566.tif,7568,55048,0.109
g2_0567.tif,24763,37142,0.109
g2_0575.tif,34472,26870,0.128
g2_0576.tif,28884,34375,0.128
g3_0583.tif,21454,40323,0.128
g0_0586.tif,26983,38485,0.128
g2_0588.tif,22700,42042,0.109
g1_0589.tif,4969,55185,0.109
g0_0590.tif,34511,30338,0.109
g2_0594.tif,36895,27534,0.109
g2_0608.tif,39870,25666,0.106
g3_0610.tif,9379,50800,0.106
g2_0611.tif,9791,42046,0.106
g2_0617.tif,33227,31409,0.106
g0_0628.tif,19347,43789,0.107
g0_0629.tif,19103,44340,0.107
g2_0631.tif,5122,40009,0.107
g0_0633.tif,16055,39426,0.107
g2_0640.tif,23833,41503,0.107
g2_0648.tif,23760,40337,0.107
g0_0650.tif,26112,36095,0.107
g2_0667.tif,23012,40559,0.107
g2_0671.tif,37987,26927,0.104
g3_0672.tif,18581,43839,0.104
g3_0688.tif,10893,51052,0.104
g2_0694.tif,23130,41889,0.104
g0_0696.tif,2156,62616,0.107
g2_0698.tif,33844,31517,0.107
g2_0702.tif,10512,52770,0.107
g0_0705.tif,12778,52052,0.107
g0_0710.tif,14703,47481,0.109
g3_0713.tif,13602,50593,0.109
g2_0714.tif,34131,31405,0.109
g0_0724.tif,4991,38645,0.109
g2_0729.tif,28577,29149,0.109
g1_0730.tif,12736,48463,0.109
g2_0733.tif,3770,61588,0.109
g0_0737.tif,40952,24584,0.109
g3_0741.tif,473,60748,0.11
g2_0756.tif,29308,31025,0.11
g2_0769.tif,17145,48388,0.11
g0_0773.tif,35902,26288,0.11
g1_0775.tif,6851,49167,0.108
g3_0781.tif,14380,48950,0.108
g2_0782.tif,6731,47917,0.108
g3_0783.tif,11629,47137,0.108
g0_0792.tif,1375,55604,0.107
g0_0803.tif,10444,53389,0.107
g0_0807.tif,29404,35151,0.107
g0_0808.tif,25027,33264,0.107
g2_0810.tif,27979,37549,0.111
g2_0812.tif,29867,34840,0.111
g1_0817.tif,14322,40519,0.111
g2_0818.tif,12359,51794,0.111
g2_0821.tif,21689,43790,0.106
g2_0831.tif,37234,27167,0.106
g2_0847.tif,45221,20315,0.106
g2_0850.tif,32827,30394,0.106
g2_0851.tif,16818,47984,0.11
g2_0855.tif,33922,31614,0.11
g2_0857.tif,32702,32834,0.11
g2_0859.tif,35936,28792,0.11
g2_0870.tif,10694,46834,0.1
g2_0876.tif,10114,46254,0.1
g0_0879.tif,30153,26241,0.1
g2_0882.tif,23482,40731,0.1
g1_0890.tif,22032,43175,0.116
g2_0895.tif,4920,43991,0.116
g2_0897.tif,4557,53420,0.116
g2_0900.tif,27484,36054,0.116
g2_0901.tif,22237,38739,0.104
g2_0914.tif,11396,51668,0.104
g2_0924.tif,25345,40189,0.104
g3_0926.tif,9038,42612,0.104
g2_0942.tif,4462,43384,0.106
g0_0943.tif,37579,26744,0.106
g2_0947.tif,14367,46685,0.106
g2_0949.tif,25366,39606,0.106
g2_0953.tif,15273,50196,0.111
g3_0955.tif,26983,38331,0.111
g0_0957.tif,25696,38692,0.111
g2_0971.tif,24255,40827,0.111
g2_0976.tif,27198,38317,0.11
g0_0979.tif,38436,26399,0.11
g2_0995.tif,12967,47569,0.11
g2_1001.tif,22823,41898,0.11
g3_1003.tif,6912,56885,0.11
g0_1005.tif,26953,36327,0.11
g1_1012.tif,11908,52425,0.11
g2_1016.tif,18670,44998,0.11
g2_1017.tif,3171,59651,0.116
g2_1022.tif,17888,44825,0.116
g2_1030.tif,5200,52251,0.116
g2_1043.tif,13690,51805,0.116
g2_1053.tif,26361,38465,0.103
g2_1056.tif,4918,33708,0.103
g2_1060.tif,5970,51907,0.103
g2_1062.tif,29711,25666,0.103
g1_1072.tif,18105,38993,0.113
g2_1073.tif,23835,41701,0.113
g2_1090.tif,41438,23842,0.113
g2_1092.tif,28804,36732,0.113
g3_1098.tif,9879,53987,0.108
g2_1111.tif,14189,36303,0.108
g2_1120.tif,22455,41363,0.108
g1_1136.tif,9290,50708,0.108
g2_1145.tif,11384,51296,0.106
g2_1148.tif,35331,28812,0.106
g2_1149.tif,9678,47550,0.106
g2_1154.tif,24754,33292,0.106
g3_1174.tif,11845,42730,0.11
g2_1175.tif,14643,50701,0.11
g2_1178.tif,30981,34553,0.11
g0_1180.tif,34563,30280,0.11
g1_1191.tif,28637,36451,0.12
g2_1197.tif,1464,48884,0.12
g2_1198.tif,15171,35428,0.12
g2_1201.tif,29332,34357,0.12
g2_1206.tif,12914,52594,0.147
g2_1207.tif,33902,31620,0.147
g0_1210.tif,23496,41055,0.147
g2_1211.tif,8289,57235,0.147
g2_1217.tif,31748,32637,0.131
g2_1233.tif,22111,42946,0.131
g0_1234.tif,21307,39069,0.131
g2_1241.tif,11659,52493,0.131
g0_1243.tif,26039,39423,0.119
g0_1245.tif,7839,56258,0.119
g1_1248.tif,8334,41198,0.119
g2_1252.tif,23800,33090,0.119
g0_1263.tif,30433,32188,0.113
g2_1264.tif,24137,37139,0.113
g2_1265.tif,13557,51977,0.113
g2_1268.tif,18646,46564,0.113
g2_1274.tif,21888,43576,0.123
g2_1287.tif,37621,27755,0.123
g2_1290.tif,35659,29806,0.123
g2_1293.tif,24091,41224,0.123
g2_1299.tif,29878,35658,0.114
g2_1300.tif,8372,46616,0.114
g2_1305.tif,14914,48333,0.114
g2_1307.tif,17192,39994,0.114
g2_1309.tif,20733,43859,0.119
g2_1310.tif,17097,43920,0.119
g0_1316.tif,2611,32907,0.119
g3_1318.tif,11803,52238,0.119
g2_1321.tif,27537,35424,0.121
g2_1330.tif,9069,55878,0.121
g2_1340.tif,37675,27861,0.121
g0_1343.tif,33367,28692,0.121
g2_1346.tif,22584,42864,0.115
g3_1347.tif,9597,52909,0.115
g2_1348.tif,22058,43383,0.115
g3_1351.tif,6835,57726,0.115
g2_1352.tif,34421,29759,0.12
g2_1364.tif,2985,58214,0.12
g0_1367.tif,15462,39024,0.12
g2_1368.tif,13675,50780,0.12
g2_1374.tif,9054,55307,0.118
g2_1376.tif,22642,37625,0.118
g2_1380.tif,33936,31417,0.118
g2_1384.tif,29148,35803,0.118
g2_1386.tif,21928,42511,0.113
g2_1393.tif,16505,25650,0.113
g2_1395.tif,7751,49928,0.113
g2_1398.tif,21805,43506,0.113
g0_1399.tif,36636,28724,0.12
g0_1402.tif,29032,30598,0.12
g2_1404.tif,17762,47661,0.12
g2_1418.tif,14047,51486,0.12
g2_1433.tif,31479,33820,0.116
g2_1439.tif,21071,41138,0.116
g3_1440.tif,19136,46332,0.116
g2_1451.tif,11651,52759,0.116
g0_1460.tif,37389,28119,0.111
g2_1467.tif,20440,44455,0.111
g2_1471.tif,18605,46300,0.111
g2_1474.tif,12372,53071,0.111
g2_1475.tif,21774,41841,0.111
g2_1478.tif,27424,37701,0.111
g3_1487.tif,7282,52437,0.111
g2_1488.tif,24119,37723,0.111
g0_1489.tif,39043,26489,0.112
g0_1494.tif,29220,36316,0.112
g2_1500.tif,9725,43497,0.112
g0_1504.tif,9763,54797,0.112
g0_1507.tif,18803,46726,0.114
g2_1511.tif,45177,19231,0.114
g3_1515.tif,12571,43822,0.114
g2_1516.tif,1525,63744,0.114
g2_1517.tif,39554,24364,0.113
g2_1521.tif,1866,51971,0.113
g2_1523.tif,12273,38529,0.113
g2_1527.tif,24336,37654,0.113
g1_1530.tif,19803,40329,0.11
g2_1535.tif,36063,29445,0.11
g2_1538.tif,25691,39343,0.11
g0_1539.tif,23041,34588,0.11
g0_1550.tif,26405,38923,0.116
g2_1554.tif,11036,50948,0.116
g1_1556.tif,4625,52924,0.116
g2_1557.tif,18228,47203,0.116
g2_1568.tif,9340,35668,0.109
g1_1578.tif,11163,53384,0.109
g2_1602.tif,6444,55400,0.109
g2_1604.tif,4736,56364,0.109
g0_1607.tif,32911,31794,0.113
g2_1614.tif,33556,30715,0.113
g2_1626.tif,5303,47145,0.113
g0_1635.tif,26818,37754,0.113
g2_1638.tif,14751,49507,0.11
g2_1646.tif,15004,47908,0.11
g0_1651.tif,29157,32579,0.11
g2_1659.tif,16615,34862,0.11
g2_1670.tif,35130,30388,0.111
g2_1674.tif,28485,37037,0.111
g2_1676.tif,18743,46757,0.111
g2_1681.tif,27161,38193,0.111
g0_1687.tif,16167,40471,0.11
g2_1688.tif,40395,24565,0.11
g2_1689.tif,1912,59839,0.11
g2_1695.tif,15476,49444,0.11
g2_1699.tif,28635,36252,0.104
g2_1700.tif,23847,41527,0.104
g1_1703.tif,14794,46895,0.104
g2_1707.tif,11168,54368,0.104
g0_1721.tif,11919,52027,0.108
g2_1722.tif,20099,45437,0.108
g2_1733.tif,23708,38997,0.108
g2_1737.tif,12282,51083,0.108
g1_1747.tif,27766,31585,0.108
g3_1748.tif,21456,43502,0.108
g2_1752.tif,2126,63410,0.108
g2_1759.tif,3893,61234,0.108
g0_1762.tif,11935,49715,0.113
g2_1766.tif,31907,32396,0.113
g2_1769.tif,7618,57846,0.113
g3_1770.tif,10795,53767,0.113
g2_1771.tif,13555,51911,0.104
g0_1776.tif,754,60681,0.104
g3_1785.tif,13961,49795,0.104
g0_1794.tif,12741,39912,0.104
g2_1800.tif,12816,45186,0.114
g0_1806.tif,22520,40831,0.114
g0_1820.tif,7148,45826,0.114
g0_1822.tif,32276,31411,0.114
g2_1823.tif,22308,37308,0.11
g1_1828.tif,16494,41648,0.11
g3_1836.tif,9698,44312,0.11
g0_1839.tif,26637,36052,0.11
g2_1844.tif,37117,28419,0.108
g0_1845.tif,10673,49132,0.108
g0_1850.tif,11770,53463,0.108
g2_1852.tif,27219,33926,0.108
g3_1854.tif,24748,39348,0.099
g2_1856.tif,7916,31274,0.099
g2_1867.tif,22772,41251,0.099
g0_1869.tif,38378,27096,0.099
g1_1874.tif,9327,55928,0.104
g2_1878.tif,8094,54463,0.104
g1_1880.tif,20653,44172,0.104
g2_1881.tif,8128,55232,0.104
g2_1883.tif,26384,35174,0.105
g2_1884.tif,12538,52924,0.105
g2_1889.tif,16322,47850,0.105
g2_1898.tif,34338,27769,0.105
g2_1899.tif,21220,29440,0.106
g0_1901.tif,25178,40357,0.106
g2_1910.tif,28342,36669,0.106
g3_1911.tif,3753,60172,0.106
g0_1922.tif,27869,36650,0.106
g3_1925.tif,7726,56994,0.106
g1_1927.tif,19055,42990,0.106
g2_1928.tif,8300,43810,0.106
g2_1930.tif,24977,40550,0.112
g1_1932.tif,18168,36994,0.112
g0_1938.tif,23744,41730,0.112
g2_1940.tif,37524,26572,0.112
g1_1946.tif,11377,49990,0.1
g0_1951.tif,26439,39086,0.1
g1_1962.tif,14997,37678,0.1
g3_1964.tif,23768,40961,0.1
g1_1975.tif,9573,48230,0.11
g2_1982.tif,17373,20167,0.11
g0_1985.tif,27969,37512,0.11
